pred;y01
0.032735624155724924;0
0.00533275686400119;0
0.8973377594436546;0
0.03554421214122664;0
0.2959226691964687;0
0.04913695006214736;0
0.6968515528842587;1
0.026265298407343693;0
0.02710964975582768;0
0.3110693521795672;0
0.3092094926359207;0
0.17284875082003331;0
0.09718797601289697;0
0.1501429559974508;1
0.044559084077479105;0
0.010092610089827076;0
0.5269068845941455;1
0.10797158523117159;0
0.22521204834313294;1
0.10151909260082558;0
0.03369057819902674;0
0.029262662417250486;0
0.030204432996114312;0
0.7445494876169405;1
0.12424274196607099;0
0.02051127757273706;0
0.021771181950176646;0
0.16306329399386893;0
0.13081286489690583;0
0.054663502374600624;0
0.4851933737217019;1
0.006079270211902376;0
0.007908033347095576;0
0.04989872441959567;0
0.15205750670663717;1
0.11208946193132283;0
0.16263047538563388;0
0.12759655945791623;0
0.20337694825671596;0
0.10406652233100608;0
0.08625707896689593;0
0.3966574000513869;0
0.3858825065209234;1
0.038480212857893784;0
0.11248900198250154;0
0.17540265302098834;1
0.45250771974279697;1
0.17634861189863366;0
0.5147249026035577;0
0.2025761735594451;0
0.03561679686102675;0
0.0018499558856107084;0
0.019069315621648257;0
0.05130959744460913;0
0.05597450951364537;1
0.09409500854208327;0
0.12633721359679798;0
0.11554087299028114;0
0.6991799645543372;1
0.025869577262629756;0
0.3969027473647828;0
0.025291138896911012;0
0.5311183674575518;0
0.231378270945404;0
0.027235184092558828;0
0.02911256613410379;0
0.20357714280625955;1
0.8590519173000295;0
0.10116920961961083;0
0.3149976582297125;0
0.11317045381802326;0
0.024576206224992358;0
0.005459914490001938;0
0.10803986414433045;0
0.3967084953759726;0
0.1435118180628134;0
0.0382966062520985;0
0.026651940684684176;0
0.03380509065091557;0
0.2268606665309873;0
0.4083980659558681;0
0.0025769491852358846;0
0.08992545726550906;0
0.11475843573391861;0
0.256055387731708;0
0.17251545927860074;0
0.05660060976385071;0
0.164160512352793;0
0.21022359872130947;0
0.07329185762547896;0
0.04866809047609762;0
0.1621882612128738;0
0.07333069670372654;0
0.17881525425505498;0
0.015962950322633156;0
0.021746150623287948;0
0.02276711544396313;0
0.02513884330051016;0
0.044353595324451565;0
0.11958896063730119;0
0.019040838615039225;0
0.2156148378342848;0
0.02596380788619376;0
0.003923861444195077;0
0.07790793750359476;0
0.03835799608254606;0
0.09525238842964599;0
0.2849413634729845;1
0.05998761820651158;0
0.018872124502378223;0
0.07295577734183076;0
0.0611527441503226;0
0.1742416992211514;0
0.008134723516110564;0
0.27574590847355684;0
0.019961446475418376;0
0.19528836808077274;0
0.028076794868531478;0
0.16300221930551442;0
0.1617118454586176;0
0.1153501463316754;0
0.15705293181095104;1
0.20663312872452375;0
0.4160534222015683;1
0.043008624463081103;0
0.45956706052355545;1
0.18184699347083785;0
0.0002711877506859623;0
0.6267634574072772;1
0.2752687692315364;0
0.6487728898769707;1
0.46331621345989144;1
0.08217415605509272;0
0.40392631897322795;0
0.03230417962369424;1
0.45465027556861975;1
0.34509342552131234;1
0.09365008015145994;0
0.1387831446094513;0
0.16320118354801497;0
0.016876730915114612;0
0.08620903751799452;0
0.1069480789346231;0
0.21869244614512576;0
0.0005397675377239443;0
0.05040789360012892;0
0.2140161172405949;0
0.6069166958012527;1
0.09459897818721953;0
0.5418981961228928;1
0.15589581320285656;0
0.13184426420892337;0
0.0037587722138670934;0
0.03139726316786083;0
0.2130180629757418;0
0.1380762054230291;0
0.0022682736708145275;0
0.2608997618796337;0
0.4369872730863379;1
0.5665171013165209;1
0.0542767215651625;0
0.4718147950760964;1
0.6052599384576466;1
0.09899882226382582;0
0.2840742707493823;0
0.6012823679692356;1
0.30917893924698814;1
0.02746882845224526;0
0.0715851001721788;0
0.5969855133593079;1
0.5478826533691733;0
0.5813655921196684;0
0.38416668638273355;0
0.3173553631725209;1
0.011485513465848056;0
0.20304907432141078;1
0.0925522769264348;0
0.03966249158471254;0
0.3662966300771727;1
0.33793537776562127;1
0.2500984596572333;0
0.2901202271274649;0
0.005984676533952113;0
0.21501130045127045;0
0.009080211006469786;0
0.09785222121486968;0
0.30733380072886474;1
0.07645250078288952;0
0.07736031217501016;0
0.21521346219664814;0
0.03740367244141479;0
0.2813788639886711;0
0.2646252987011698;0
0.17391369705473433;0
0.1789045185493737;0
0.03058796950361259;0
0.20242864639083227;0
0.1411260448060951;0
0.014267838160266796;0
0.09901289336679041;0
0.02545065564920837;0
0.2295110879140397;0
0.17646570289943286;1
0.05662532175047239;0
0.1388961935967576;0
0.6138655124209884;1
0.0780403288195401;0
0.010518269549179594;0
0.09687635112789529;0
0.5672381603296212;1
0.022115288109693043;0
0.7995777763636136;1
0.17973169993543314;0
0.5640560900585916;1
0.5643798874589164;1
0.2073162850347664;0
0.08594259097277393;0
0.0262739892408573;0
0.35862130028302475;0
0.7015393915108508;1
0.025936927749042674;0
0.35611913206531154;1
0.12378224364421203;0
0.08937693577841768;0
0.7753543531384806;1
0.19020811838091667;0
0.03852619077858479;0
0.15785744781170152;0
0.9538050516783758;1
0.2651018979164745;0
0.41266211139630343;1
0.12207674920442323;0
0.39145378878616277;0
0.014717368202433847;0
0.013265406278253558;0
0.003480654596415849;0
0.02432872132019621;0
0.03935955778548724;0
0.08642282513458532;0
0.010375778971596413;0
0.013203791787647346;0
0.050551317478519445;0
0.01824188762599203;0
0.4819093185475095;1
0.0853391817281985;0
0.18481662276757005;0
0.3705333277160019;0
0.37434589727922707;1
0.020565470293051138;0
0.3710858756561477;0
0.16683064052548124;0
0.5460808322975029;1
0.1619447859313447;0
0.0013949160560925455;0
0.2150412530750967;0
0.07385724331023596;0
0.013639645544493467;0
0.017682059934213762;0
0.007513611042412191;0
0.21785646521759505;0
0.24462421661916955;0
0.010812639495859484;0
0.05079797461528962;0
0.33659156179968464;0
0.07523120915489337;0
0.3628460206383527;0
0.851724628523201;1
0.7429713622077739;0
0.06460609950717057;0
0.14721334203498967;0
0.5197671986927306;1
0.1497389646507501;0
0.045480433929038576;0
0.03798075782034868;0
0.041386833303458416;0
0.15047178087312557;0
0.03827538496312258;0
0.042258187564821116;0
