"gene";"mean";"sd";"se"
"A1CF";0.000169081805057433;0.000146493067519846;4.96280870283169e-08
"A2BP1";2.13318188360428e-05;0.000168181651645973;2.81855052697237e-08
"A2M";-0.000161668209171223;0.000189800362909382;6.14544311904864e-08
"A2ML1";4.17870583626808e-06;2.13448562328081e-05;4.6413108011238e-10
"A4GALT";-5.77588470411696e-05;0.000130696178521107;2.00826442938989e-08
"AAAS";-9.39761842300266e-05;0.000285754383639957;8.88860014077805e-08
"AACS";-9.95891752969002e-05;0.000140935635454867;2.9391389464814e-08
"AADACL2";1.52283344877338e-05;3.37510986326198e-05;1.34870281725935e-09
"AADACL3";-3.82975609484215e-05;9.47113141726523e-05;1.02610492847067e-08
"AADAT";0.000154347080555168;0.000173604635519666;5.33706384071938e-08
"AAMP";1.86607233456844e-05;2.46325135186597e-05;9.43086048967457e-10
"AASDHPPT";-0.000114921479050066;7.79780576389478e-05;1.91682968109206e-08
"AATK";1.96059153770137e-05;7.82716346515418e-05;6.39071426191223e-09
"ABCA2";1.81773975546433e-05;5.39131328293977e-05;3.180051008801e-09
"ABCA4";1.06537235287434e-05;6.33992547350876e-05;4.05415427695291e-09
"ABCA6";-5.00090908690499e-05;4.27529548386123e-05;4.29288480428656e-09
"ABCB4";1.40292394762671e-05;4.80793308647865e-05;2.46311569401344e-09
"ABCB5";4.18962651667011e-05;0.000118769595421279;1.55849213452463e-08
"ABCB6";3.06810247467425e-05;3.89955027507305e-05;2.43215786263006e-09
"ABCB7";0.000113390961132084;0.000136922285516625;3.12376201361599e-08
"ABCB9";-2.54992001975564e-05;7.79917849059923e-05;6.61365873309013e-09
"ABCC12";1.94023064315365e-06;1.38560182729475e-05;1.91989242380254e-10
"ABCC13";1.31767132675042e-05;2.19511672267991e-05;6.4603140255255e-10
"ABCC2";-2.6272072912697e-05;6.65777666798206e-05;5.03590712500519e-09
"ABCC3";-9.30421995894731e-06;4.316138108397e-05;1.9129457806873e-09
"ABCC6P2";-9.76834753563119e-05;0.000203065032518532;4.99689313888171e-08
"ABCC8";1.40199728447418e-05;4.79900270927152e-05;2.45444463891979e-09
"ABCD1";6.21910153680305e-07;1.48839006900906e-05;2.17573536702467e-10
"ABCG1";-0.000839703127528216;0.00136104236002656;2.52121536766172e-06
"ABCG2";-1.13322872065745e-06;7.93643373422584e-06;6.30361489193601e-11
"ABCG4";1.18508937859631e-05;2.1856608527834e-05;6.08788130917343e-10
"ABHD1";2.37737356860636e-05;4.62753725287312e-05;2.66461217775792e-09
"ABHD11";-0.000256446210212134;0.000179265224344082;9.727056133916e-08
"ABHD12B";-2.15680579517503e-06;2.75334470046653e-05;7.47877991589781e-10
"ABHD13";-0.000349842291075632;0.000231810510723902;1.75072092234926e-07
