prob;tp1;fp1;tp2;fp2
0.21000000000000002;0.8779264214046822;0.5635964912280702;0.43640350877192985;0.12207357859531773
0.22;0.8696969696969697;0.552833078101072;0.44716692189892804;0.1303030303030303
0.23;0.862937062937063;0.542765787370104;0.4572342126298961;0.13706293706293707
0.24000000000000002;0.8588235294117647;0.5320566194837635;0.46794338051623646;0.1411764705882353
0.25;0.8580171358629131;0.5178416013925152;0.4821583986074848;0.1419828641370869
0.26;0.8553240740740741;0.5054446460980037;0.4945553539019964;0.14467592592592593
0.27;0.8457330415754923;0.49714828897338403;0.502851711026616;0.15426695842450766
0.28;0.844559585492228;0.4805194805194805;0.5194805194805194;0.15544041450777202
0.29000000000000004;0.8346534653465346;0.47384937238493724;0.5261506276150628;0.16534653465346535
0.3;0.8284080076263107;0.46564885496183206;0.5343511450381679;0.17159199237368922
0.31;0.8217550274223034;0.4552752293577982;0.5447247706422018;0.17824497257769653
0.32;0.8214285714285714;0.4315403422982885;0.5684596577017115;0.17857142857142858
0.33;0.8178752107925801;0.41794871794871796;0.5820512820512821;0.1821247892074199
0.34;0.8155102040816327;0.4008097165991903;0.5991902834008097;0.18448979591836734
0.35000000000000003;0.8092986603624901;0.38593974175035867;0.6140602582496413;0.19070133963750985
0.36000000000000004;0.8081350729086723;0.3665158371040724;0.6334841628959276;0.1918649270913277
0.37;0.8067415730337079;0.347068145800317;0.652931854199683;0.19325842696629214
0.38;0.7966349670811997;0.34557595993322204;0.654424040066778;0.2033650329188003
0.39;0.7938218390804598;0.3327526132404181;0.6672473867595818;0.20617816091954022
0.4;0.7908450704225352;0.31684981684981683;0.6831501831501832;0.2091549295774648
0.41000000000000003;0.7888888888888889;0.3041825095057034;0.6958174904942965;0.2111111111111111
0.42000000000000004;0.7877747252747253;0.29215686274509806;0.707843137254902;0.21222527472527472
0.43;0.7809330628803245;0.28952772073921973;0.7104722792607803;0.21906693711967545
0.44;0.7788911155644622;0.2771855010660981;0.7228144989339019;0.22110888443553775
0.45;0.7720105124835742;0.2725225225225225;0.7274774774774775;0.22798948751642575
0.46;0.7712800519818064;0.25526932084309134;0.7447306791569087;0.22871994801819362
0.47000000000000003;0.7683397683397684;0.24757281553398058;0.7524271844660194;0.23166023166023167
0.48000000000000004;0.7623888182973316;0.24489795918367346;0.7551020408163265;0.23761118170266837
0.49;0.7611565053425519;0.22666666666666666;0.7733333333333333;0.23884349465744814
0.5;0.7592245153220762;0.22343324250681199;0.776566757493188;0.2407754846779237
0.51;0.7554179566563467;0.21652421652421652;0.7834757834757835;0.24458204334365324
0.52;0.7529194837123541;0.20943952802359883;0.7905604719764012;0.24708051628764596
0.53;0.7492373398413666;0.20795107033639143;0.7920489296636085;0.2507626601586333
0.54;0.7469660194174758;0.20440251572327045;0.7955974842767296;0.2530339805825243
0.55;0.7459165154264973;0.2012779552715655;0.7987220447284346;0.2540834845735027
0.56;0.7424969987995198;0.19666666666666666;0.8033333333333333;0.2575030012004802
0.5700000000000001;0.7414721723518851;0.19322033898305085;0.8067796610169492;0.2585278276481149
0.5800000000000001;0.7394156231365534;0.19377162629757785;0.8062283737024222;0.26058437686344665
0.59;0.7366863905325444;0.18478260869565216;0.8152173913043478;0.26331360946745563
0.6;0.7352594339622641;0.1814814814814815;0.8185185185185185;0.2647405660377358
0.61;0.7355712603062426;0.17537313432835822;0.8246268656716418;0.26442873969375735
0.62;0.7344300822561692;0.17424242424242425;0.8257575757575758;0.26556991774383076
0.63;0.7327485380116959;0.16796875;0.83203125;0.2672514619883041
0.64;0.7311953352769679;0.16733067729083664;0.8326693227091634;0.26880466472303205
0.65;0.7302325581395349;0.16260162601626016;0.8373983739837398;0.26976744186046514
0.66;0.7273775216138328;0.1471861471861472;0.8528138528138528;0.27262247838616716
0.67;0.726593911545089;0.13777777777777778;0.8622222222222222;0.273406088454911
0.68;0.7225071225071225;0.13270142180094788;0.8672985781990521;0.2774928774928775
0.6900000000000001;0.7190503109101187;0.1218274111675127;0.8781725888324873;0.28094968908988127
0.7000000000000001;0.7163759144625774;0.12169312169312169;0.8783068783068783;0.28362408553742263
0.7100000000000001;0.7118171683389075;0.11046511627906977;0.8895348837209303;0.28818283166109254
0.72;0.7089097952407305;0.09433962264150944;0.9056603773584906;0.2910902047592695
0.73;0.7057205720572057;0.08783783783783784;0.9121621621621622;0.29427942794279427
0.74;0.6989130434782609;0.07936507936507936;0.9206349206349206;0.3010869565217391
0.75;0.6960519199567333;0.07692307692307693;0.9230769230769231;0.3039480800432666
0.76;0.6897106109324759;0.09;0.91;0.3102893890675241
0.77;0.6886035313001605;0.09278350515463918;0.9072164948453608;0.3113964686998395
0.78;0.6838196286472149;0.08641975308641975;0.9135802469135802;0.31618037135278515
0.79;0.6810982048574445;0.08333333333333333;0.9166666666666666;0.31890179514255546
0.8;0.678046218487395;0.08064516129032258;0.9193548387096774;0.32195378151260506
0.81;0.6723958333333333;0.10869565217391304;0.8913043478260869;0.32760416666666664
0.8200000000000001;0.6689084324883601;0.09090909090909091;0.9090909090909091;0.33109156751163993
0.8300000000000001;0.6675257731958762;0.038461538461538464;0.9615384615384616;0.3324742268041237
0.8400000000000001;0.6646153846153846;0.0;1.0;0.3353846153846154
0.85;0.6625766871165644;0.0;1.0;0.3374233128834356
0.86;0.6625766871165644;0.0;1.0;0.3374233128834356
0.87;0.6622381195707716;0.0;1.0;0.3377618804292284
0.88;0.6608873023967363;0.0;1.0;0.3391126976032636
0.89;0.6602139582272033;0.0;1.0;0.33978604177279675
0.9;0.659206510681587;;;0.340793489318413
0.91;0.659206510681587;;;0.340793489318413
0.92;0.659206510681587;;;0.340793489318413
0.93;0.659206510681587;;;0.340793489318413
0.9400000000000001;0.659206510681587;;;0.340793489318413
0.9500000000000001;0.659206510681587;;;0.340793489318413
0.9600000000000001;0.659206510681587;;;0.340793489318413
0.97;0.659206510681587;;;0.340793489318413
0.98;0.659206510681587;;;0.340793489318413
0.99;0.659206510681587;;;0.340793489318413
