"gene";"mean";"sd";"se"
"A1CF";5.71101103679197e-06;9.427543559991e-05;8.69257961595994e-09
"A2BP1";5.31026632333287e-05;4.40688287066512e-05;4.71215805313628e-09
"A2M";-0.000150435958136859;0.000159785728506832;4.75078032264381e-08
"A2ML1";3.15870949000034e-05;6.15272429569473e-05;4.68627948174906e-09
"A4GALT";-3.44463041293413e-05;5.40512616248338e-05;4.033175497991e-09
"AAAS";-3.44424885132874e-05;8.33568874514366e-05;7.95649234966681e-09
"AACS";1.59603569601566e-05;5.53608548746077e-05;3.24097200950076e-09
"AADACL2";-4.04238685431251e-08;2.52446978139337e-07;6.37294767716826e-14
"AADACL3";4.53258867393791e-05;5.23645568513949e-05;4.7261739302811e-09
"AADAT";6.70947268122113e-06;1.46893946913002e-05;2.55262562713343e-10
"AAMP";9.87905106531618e-05;5.71031220707571e-05;1.29367221466165e-08
"AASDHPPT";-1.46492233121741e-05;3.67888647084509e-05;1.53331721873699e-09
"AATK";0.000144742207387306;0.000425089442381218;1.97017980776556e-07
"ABCA2";5.1918320409747e-05;0.000104791329873169;1.33951649949466e-08
"ABCA4";9.00129196400504e-05;9.75910522878335e-05;1.73821337147562e-08
"ABCA6";-1.60760418157548e-05;2.45578011993241e-05;8.46060986880613e-10
"ABCB4";-3.4821198939349e-05;0.000175950323797603;3.13772242260939e-08
"ABCB5";-3.6313055458057e-05;4.11730134560364e-05;2.97038793023676e-09
"ABCB6";-1.31330265055441e-05;2.17658136034124e-05;6.34079574659498e-10
"ABCB7";0.000144276505177275;0.000212117826772597;6.46559907800071e-08
"ABCB9";1.82124017316156e-05;0.000177529598272881;3.10403278330226e-08
"ABCC12";4.55370853569424e-05;7.45917782766079e-05;7.49489457064473e-09
"ABCC13";0;0;0
"ABCC2";-8.29306724999442e-05;0.000129114448589936;2.31205875109842e-08
"ABCC3";0.000125124679518614;0.000134138976671004;3.31880847161507e-08
"ABCC6P2";1.52148755354005e-05;0.000103682369701865;1.07058843325777e-08
"ABCC8";-3.17626626843568e-05;3.28457341745701e-05;2.060046372383e-09
"ABCD1";-3.40486211132992e-06;0.00014024970580488;1.9177214603369e-08
"ABCG1";6.41896582514328e-05;8.20407606199882e-05;1.06784169268982e-08
"ABCG2";-1.04308899282422e-06;4.40723233211861e-05;1.89365336672983e-09
"ABCG4";0.000147607581290427;0.000158145036391221;4.61565723194579e-08
"ABHD1";0.000153727483562833;0.000189572774523005;5.86484930470048e-08
"ABHD11";-0.000540504737630118;0.000538808466455945;5.75015971757913e-07
"ABHD12B";-6.36788685832012e-05;0.000544352859265073;2.92777084068711e-07
"ABHD13";7.37864513160431e-06;3.66735083075289e-05;1.36490481526356e-09
"ABHD14B";-5.90803888681576e-05;0.000118411504182468;1.71522565607274e-08
"ABHD15";-5.15204855930758e-05;6.64275646214457e-05;6.9538376403202e-09
"ABHD3";5.96420808054472e-05;6.01925815392863e-05;7.08742347331164e-09
"ABHD5";-0.000147794731623877;0.00016657070996507;4.88776533084447e-08
"ABHD6";-4.12724351618378e-05;0.000105853429847344;1.26210561400079e-08
"ABHD8";-1.22796472083763e-05;1.26238120565694e-05;3.06064196380243e-10
"ABI1";-3.09257355930772e-05;4.95837103498882e-05;3.35190585577654e-09
"ABI2";1.03701766849576e-05;1.68935594512926e-05;3.85615162823536e-10
"ABL1";-7.83511616231671e-05;0.0001165107474021;1.93655881658393e-08
"ABL2";-1.06136437064526e-05;4.46694522438615e-05;2.05684632050012e-09
"ABLIM1";1.88740131914528e-05;8.63432220776599e-05;7.62022262914548e-09
"ABLIM3";-0.000269249505676881;0.000183706914893861;1.05378187641428e-07
"ABO";1.62344483488477e-05;7.99997589987751e-05;6.49941717767242e-09
"ABP1";-3.53924409083499e-05;7.768195273666e-05;7.13238024979119e-09
"ABRA";3.06115326564597e-06;1.46015051685283e-05;2.17107844471909e-10
"ABTB2";-5.4163423672314e-05;0.000186090514512722;3.66754155531672e-08
"ACAA2";0.000128280385466249;0.000136880243078935;3.47116428318627e-08
"ACACA";1.80819201432098e-05;5.89121232280372e-05;3.70860337460251e-09
"ACACB";0.000152740775851026;0.00015428342050843;4.65227755322832e-08
"ACAD8";-9.45312186909232e-05;0.000285592451058961;8.84078392013162e-08
"ACADL";1.7226735550226e-05;0.000184191245149149;3.33532671357832e-08
"ACADM";-2.25884569627881e-05;6.5792213174386e-05;4.72786356607734e-09
"ACADSB";-4.8644461333942e-07;6.74024950633554e-05;4.42684331936427e-09
"ACAT1";0.000226379480266039;0.000286003334101378;1.30948193968855e-07
"ACAT2";0.000140345604783368;9.02622821377363e-05;2.76352637541905e-08
"ACBD7";-8.96939393235111e-05;0.000175350734671675;3.80044757179352e-08
"ACCN1";0.00012783582375004;0.000182191118931848;4.86844836048842e-08
"ACCN2";-0.000171207010947043;0.000261557736794154;9.59701248979705e-08
"ACE2";-2.24059145050973e-05;0.000104991545450382;1.12426028358422e-08
"ACER1";-0.000187671446733552;0.000260991993522299;1.01590807456097e-07
"ACER2";6.00700617904435e-05;0.00015478418101898;2.69522436661032e-08
"ACER3";-9.26228943113993e-06;8.4247697160132e-06;1.54946833741551e-10
"ACHE";4.65198666573939e-05;1.7746877791184e-05;2.47097398127653e-09
"ACO1";-6.75571711017398e-05;8.74729999089031e-05;1.20193041133311e-08
"ACOT1";6.57998926260546e-05;7.85442096488182e-05;1.03406343064102e-08
"ACOT11";5.08718451321716e-06;4.80680945198968e-05;2.27717649779464e-09
"ACOT7";-8.09479446957198e-05;0.000145712824104472;2.72403807792571e-08
"ACOT9";9.11300598965227e-05;7.59948551018468e-05;1.3931823305824e-08
"ACOX1";7.61626841376162e-05;0.000182625485484174;3.82976411739321e-08
"ACOXL";3.69362237643079e-05;9.44477487649785e-05;1.00559342510274e-08
"ACP2";0.000135148961115183;0.000170416527400854;4.65623731477416e-08
"ACP5";-3.2636436496052e-05;5.92642152316498e-05;4.48732657349124e-09
"ACP6";-0.000117454614324419;0.00011445910845256;2.65605537413463e-08
"ACPT";-1.26547714855728e-05;0.000117649599705091;1.36466631338954e-08
"ACSBG2";1.13199024985086e-05;5.05328721147492e-05;2.61623517304479e-09
"ACSF3";6.39154461773883e-05;7.03992962383534e-05;8.91416668601633e-09
"ACSL3";-0.000103661767919074;0.00012248177105976;2.53628852356349e-08
"ACSL4";0.000113095478595239;5.08555626430697e-05;1.53105604470514e-08
"ACSL5";6.13321709740007e-05;5.50528605851158e-05;6.71473938681891e-09
"ACSL6";-0.000146002692521194;8.04908965471198e-05;2.76294479727831e-08
"ACSM3";-0.000270116247828339;0.000134928579246424;9.07016954665892e-08
"ACSS2";-9.4447291994661e-05;0.000172389721196484;3.78765014015261e-08
"ACTB";-9.31402219601242e-07;3.4786841582676e-05;1.17996302797497e-09
"ACTBL2";-1.37220450749162e-06;7.76784708016598e-06;6.06752281312019e-11
"ACTG1";-7.01509807343167e-06;4.15478249708628e-05;1.73117126438395e-09
"ACTN1";-7.46856627943695e-06;6.22851921036601e-05;3.83575168495788e-09
"ACTR10";-5.81711863539124e-06;2.03855066204576e-05;4.38752137078814e-10
"ACTR1A";-0.000276805874531915;0.000213011613380787;1.20832005060847e-07
"ACTR3C";1.37671101509005e-05;9.79202285740918e-05;9.53204881503755e-09
"ACVR1";-7.76470692899895e-05;0.00012898022627811;2.22384046331345e-08
"ACVR1B";-3.89771930291922e-05;5.44935668423337e-05;4.41262812601429e-09
"ACVR2A";-0.000159987589122532;0.00010176014338643;3.56856393839329e-08
"ACVR2B";0.000147445379944138;0.000208014840895216;6.39008224576704e-08
"ACY3";2.53736879548834e-05;0.000144625808887937;2.10241249293194e-08
"ACYP1";1.22467058057621e-05;3.2213480201286e-05;1.16108220447208e-09
"ACYP2";8.41276175864657e-06;0.000118800721249451;1.38224984587874e-08
"ADA";7.7786354091622e-06;1.58123609959252e-05;3.04126883959117e-10
"ADAD2";-0.000135042691371349;0.000113009016378982;3.06801037685074e-08
"ADAL";-0.000122521490091817;8.60040497743674e-05;2.22185532253061e-08
"ADAM19";2.18410651795736e-05;7.57391597561766e-05;6.06636474822255e-09
"ADAM2";-5.72702565753546e-06;2.25207093965736e-05;5.26976498921733e-10
"ADAM32";7.16154080825058e-06;7.25825203433696e-05;5.18442730410811e-09
