"gene";"mean";"sd"
"CNTN6";-3.24140098810095e-05;0.000469047618860776
"CNTNAP2";-7.7412490254649e-06;1.05718307983546e-05
"CNTNAP5";-9.55224915600979e-05;0.000361354432819065
"COBL";0;0
"COBLL1";-5.77958248347217e-05;1.91663637763615e-05
"COCH";4.01100641053323e-05;6.31496932164091e-05
"COG2";2.92295258601573e-06;1.13444798141472e-05
"COL11A1";-2.0836607231078e-05;9.94233665378816e-05
"COL11A2";-3.81063671563056e-06;1.16008781619764e-05
"COL18A1";-6.84558581605206e-05;0.000225010130188168
"COL19A1";3.28083451346399e-06;2.28243700338695e-05
"COL1A1";0;0
"COL1A2";0;0
"COL21A1";2.13076784002972e-07;2.97584106893383e-06
"COL22A1";-1.23735066447418e-05;2.94407031325375e-05
"COL23A1";1.8839752934457e-07;2.02644583404002e-05
"COL25A1";3.75782667426088e-06;1.85523957605465e-05
"COL28A1";-3.96644173858127e-05;4.07992748292522e-05
"COL2A1";1.2409816965044e-06;5.53974453210508e-06
"COL3A1";-1.0840601598646e-06;6.26525869239422e-06
"COL4A3";-3.05331605869445e-06;1.26449049723234e-05
"COL4A5";3.09480292767991e-05;6.35890491737933e-05
"COL5A3";-5.61360981080654e-07;7.03872348372356e-06
"COL7A1";-9.43264767692002e-09;7.89374846954396e-07
"COL9A2";6.01856740294588e-07;9.70554585331441e-06
"COL9A3";-8.25702794184437e-06;2.55282242221782e-05
"COLEC10";2.24485624810748e-05;0.000149861626085482
"COMMD7";-0.00025939569099022;0.000571032299266579
"COMMD9";-0.000230380163592752;0.000262333303909165
"COMTD1";-3.61569584525497e-06;6.58225225211257e-06
"COPG2";3.60276334678996e-05;4.8546362302473e-05
"COPS6";-1.23209315356735e-05;6.26528122270441e-05
"COPS7B";-5.90674221919787e-05;0.000176609810612354
"COPZ1";4.00021388407617e-06;7.03326092773494e-06
"COPZ2";4.50402963051206e-06;2.31664639777883e-05
"COQ10B";-7.39078240782741e-05;0.000107303201253336
"COQ3";-4.04712742305849e-06;1.14244868903813e-05
"COQ4";-3.31194287098765e-06;1.53747999044252e-05
"COQ7";-5.37048024697998e-06;8.80186381613806e-06
"CORIN";2.1991260809451e-06;1.36944305835572e-05
"CORO1C";-6.09874963299229e-05;3.77550512588181e-05
"CORO6";0.000184362852318024;0.000320801838830041
"CORO7";9.55681069175926e-06;3.30128562212166e-05
"CORT";-3.50400144260561e-05;7.61848126232219e-05
"COTL1";0;0
"COX16";-3.0396819340874e-05;7.56624635832613e-05
"COX18";1.03667847606421e-06;7.90316142729043e-06
"COX4I2";8.37998928229902e-07;6.11637632615821e-06
"COX5A";4.91009439775131e-06;6.9399940066717e-06
"COX6A1";4.47744353989811e-06;3.72995250876584e-05
"COX6A2";-1.13514779761979e-06;1.08498030525642e-05
"COX6B2";1.05107604156273e-05;3.91170849818932e-05
"COX6C";-3.90596805020959e-07;2.05189942968184e-06
"COX7A1";0.000360704660186594;0.000723506381398149
"COX7A2L";-0.000109116318218479;8.25840849886762e-05
"COX7C";0;0
"CP";2.03554933468703e-05;4.83894557083781e-05
"CPA2";3.35621820308799e-06;1.87223700273894e-05
"CPA3";2.18295393030658e-06;1.11800342968517e-05
"CPA6";-2.12435419180281e-07;1.43298848460216e-06
"CPAMD8";0.000218941440928351;0.000592358281939037
"CPEB2";2.16684795434795e-06;8.97254922734177e-06
"CPEB3";4.88929521780603e-06;2.56682489950355e-05
"CPEB4";8.33484448184735e-05;0.000145352465679734
"CPLX1";0;0
"CPLX2";0;0
"CPNE1";-0.000737816965897035;0.00156340409432959
"CPNE2";0;0
"CPNE5";1.07650732742216e-06;7.99019040462172e-06
"CPNE6";3.11779588492018e-06;2.92114887205881e-05
"CPNE8";4.64074263811183e-06;9.67055662761873e-06
"CPPED1";3.06692522969013e-08;3.84844342815552e-07
"CPS1";5.49779258480018e-06;2.70664778190553e-05
"CPVL";-9.71865646029732e-05;4.22422462437039e-05
"CPXM2";-3.71999880413594e-06;6.30172956299583e-06
"CPZ";3.81197670578901e-07;8.00124800128545e-06
"CR1L";-4.72558201633935e-08;8.3937868608613e-07
"CRABP1";-5.88307936761735e-08;3.14290816922138e-06
"CRABP2";0.00174892543601794;0.000759456550826436
"CRAT";1.04318399224374e-05;7.73993096990908e-05
"CREB1";8.41476635469017e-06;5.5362241134001e-05
"CREB3L1";1.6798581970551e-06;4.53190517634062e-06
"CREB3L2";-4.43925629304166e-06;1.44187218002803e-05
"CREB5";-0.000105179644765581;0.000494857911595753
"CREBBP";5.21740430935164e-06;9.00102721654829e-06
"CREBL2";0;0
"CREG2";2.50148458266937e-05;8.277677259334e-05
"CRELD1";-4.503675663733e-05;0.00013468475407775
"CREM";-1.47722417821543e-05;8.4778958839324e-05
"CRH";-2.58251070340473e-06;1.27260417946976e-05
"CRHR1";8.93680362236154e-05;0.000296493842877744
"CRIM1";0;0
"CRIP2";2.15604364682275e-05;3.54506071628966e-05
"CRIP3";4.10343025639681e-07;1.45437340149863e-06
"CRIPAK";-3.18271318769264e-05;0.000169599190626323
"CRISP2";2.21152283683202e-06;1.71627441546843e-05
"CRISP3";6.45487914394498e-05;0.000138228204414422
"CRISPLD1";-6.14239096839802e-05;0.000271546085645726
"CRISPLD2";1.00670470172263e-05;2.32265384586723e-05
"CRLF1";-4.36354230711264e-07;3.56814180258829e-06
"CRLF2";-1.70437833921716e-07;4.37428051917634e-06
"CRNKL1";1.75863197702649e-05;6.1949902119322e-05
"CROT";3.13206528648974e-05;4.88783513813009e-05
"CRTAC1";-1.7663692438863e-06;7.22202108718344e-06
"CRTAP";-2.38504617135982e-05;1.66791770930842e-05
"CRTC1";-0.000212689996611957;0.000157645539024388
"CRTC3";0;0
"CRY2";2.453641083118e-06;1.87582111247866e-05
"CRYBA2";2.13036034010565e-06;7.74561076708454e-06
"CRYGD";-7.68409122671371e-06;6.05088084063623e-05
"CRYGS";6.65519523638124e-05;0.000111315186743698
"CRYL1";5.90076449137994e-07;4.47633867242279e-06
"CRYM";2.22090357798952e-05;4.53619473656386e-05
"CRYZ";0;0
"CRYZL1";6.28736676554094e-06;3.78878249204177e-06
"CSAD";0.000172788212305703;0.000102601305140253
"CSAG1";-1.53563868913666e-06;6.47206011170122e-06
"CSF1";0;0
"CSF1R";0;0
"CSF2";-3.95202785913675e-07;1.03228606122393e-05
"CSF3";2.17442813821207e-07;2.32824259841671e-06
"CSF3R";-5.12518290902906e-06;2.54191113982459e-05
"CSGALNACT1";-3.83696911310292e-06;1.01641276144065e-05
"CSH1";-6.865382313772e-07;9.49937355435577e-06
"CSK";0.00010180388660418;9.87117370532281e-05
"CSMD2";1.32812227996442e-07;1.16642031984642e-06
"CSMD3";-5.36414588302673e-06;6.96232702976667e-05
"CSNK1A1P";5.14759257209155e-05;0.000213237451492617
"CSNK1D";8.27323052159671e-06;5.07296676101605e-06
"CSPG4";1.66698098440114e-06;3.35965922798214e-05
"CSPP1";-0.000172527342996431;0.000104735237565532
"CSRNP1";2.56729485275254e-07;2.35876479600764e-06
"CSRP1";-5.3704766131519e-05;0.000141581991122291
"CSRP2";1.23815921949666e-06;2.45317461425648e-05
"CSRP2BP";-8.09933148186949e-07;5.94121380957057e-06
"CST1";0;0
"CSTF2T";0;0
"CT45A1";-9.05420086417601e-07;1.57243298374181e-05
"CT62";-1.08584290054077e-06;1.48179646565166e-05
"CTAG1B";0.000384944678345197;0.00236688234749729
"CTAGE1";1.94001461702344e-08;3.92010232477322e-05
"CTAGE5";4.45671016064522e-06;4.16857515961513e-05
"CTBS";0.000815259811771586;0.00119467723155064
"CTCF";-0.000168322161150351;0.00015212345149888
"CTCFL";0;0
"CTDP1";9.12176308508573e-06;2.10803537009124e-05
"CTDSP2";0;0
"CTDSPL";4.80761504308815e-06;1.15160657400969e-05
"CTF1";0;0
"CTH";0;0
"CTNNA1";-9.40249581285952e-06;1.0151618738094e-05
"CTNNA2";-9.80663614588795e-07;1.89974243337314e-06
"CTNNAL1";4.18971784404929e-06;6.28854544231353e-06
"CTNNB1";-5.64777693863059e-06;5.95300825294019e-05
"CTNNBIP1";-4.61534507907146e-06;5.64914010531921e-06
"CTNND1";0.000444464750699802;0.00162263767319476
"CTNND2";-7.8528088829724e-05;0.000275180652903111
"CTNS";9.38012948180525e-07;6.29332100974828e-06
"CTPS";-3.08757284181002e-06;1.31562429712453e-05
"CTSA";-0.00011421710090124;0.000117893989269081
"CTSB";-2.15045019394509e-07;2.85777793548826e-06
"CTSC";-6.90127523151678e-05;5.60299471863357e-05
"CTSF";1.81441390616369e-05;0.000164531689204513
"CTSK";2.0684359083052e-06;2.46029281296202e-05
"CTSL1";0;0
"CTSZ";-7.23315851554937e-07;2.93336673851197e-07
"CTXN3";7.87838459546907e-07;7.50245576965345e-06
"CUEDC2";-2.72185675436137e-06;1.51735970844261e-05
"CUL1";3.55909209768158e-06;4.67114526801195e-06
"CUL3";-1.93438771055798e-05;4.02093019031338e-05
"CUL7";-0.000115164197843477;0.00025623741487713
"CUTA";1.62806351205355e-06;1.24298599348288e-05
"CUX1";-1.37508707936579e-05;1.77118585357921e-05
"CUX2";-5.61023600626098e-06;2.40349166096092e-05
"CUZD1";-0.000105225445402068;5.4979643054075e-05
"CWH43";-1.29750207803087e-07;8.98117158654912e-06
"CXADRP2";-3.10334181916877e-05;0.000232420612541374
"CXCL1";1.49829405967279e-05;2.46699686487467e-05
"CXCL12";4.73131336291291e-07;3.89312918417093e-06
"CXCL14";4.37590622524623e-05;3.16315987414429e-05
"CXCL16";0.000406832633148889;0.000135955179606801
"CXCL2";-2.03856444573051e-07;4.8369315973815e-06
"CXCL5";-1.51466805144709e-05;5.06382836531673e-05
"CXCR1";-7.94934941670195e-07;1.55163016333526e-05
"CXCR2";-1.61447388513077e-05;4.20631090631995e-05
"CXCR2P1";4.23021761645105e-06;1.08476812012718e-05
"CXCR4";-4.3466912823906e-07;4.67396252789693e-06
"CXCR7";5.78410801256489e-06;1.60431465352596e-05
"CXorf22";-9.28032756628768e-06;7.7357959908614e-05
"CXorf26";-2.95408857446796e-07;1.17509236720783e-05
"CXorf38";0.000175712882840953;0.00020405174010364
"CXorf40A";-3.41837076527372e-05;5.34423355271869e-05
"CXorf41";1.26757006165101e-05;0.000163372207772794
"CXorf42";4.34892464685414e-07;1.22932247582802e-05
"CXorf49B";-1.08132962462981e-06;2.51730002323574e-05
"CXorf61";-0.000131101521928135;0.000442819934889537
"CXXC4";2.35645971183152e-06;1.23964933850757e-05
"CXXC5";-5.76756392508957e-07;3.65160533753355e-06
"CYB561D1";-3.89036874724465e-07;2.42904134752086e-06
"CYB5A";0.0011863111516602;0.00150752781822151
"CYB5B";-1.20381481155587e-05;2.97791131950129e-05
"CYB5R1";-0.000792554410041162;0.0031141997896359
"CYB5R2";2.08053375376989e-05;3.41590569928935e-05
"CYB5R3";1.81249413769906e-06;4.89622283991911e-06
"CYB5RL";-2.71975576356213e-06;8.96470904369427e-06
"CYBASC3";-0.000280801408947479;0.000291904180929185
"CYBRD1";9.18702004526099e-06;2.50974260778198e-05
"CYCS";2.62592614382467e-06;7.20500074132486e-06
"CYFIP2";-0.00620835913584576;0.00616027231059778
"CYGB";2.66380058232517e-05;1.30072154690958e-05
"CYLD";-5.10910504753984e-09;2.72942909451626e-07
"CYMP";-8.5858946126212e-06;8.11212792103821e-05
"CYorf15A";1.84891138510843e-05;8.23625361956836e-05
"CYP11A1";2.9971362604628e-07;6.98641921635166e-06
"CYP17A1";0;0
"CYP1A1";2.29244346521874e-07;3.17274270545871e-06
"CYP1A2";2.18495889817541e-07;6.58843865566816e-06
"CYP24A1";-2.01814749325209e-06;3.77246418167516e-06
"CYP26B1";-1.09999062761405e-05;8.39719923749675e-05
"CYP27A1";0;0
"CYP2B7P1";-1.53933273010381e-07;1.75041870130326e-05
"CYP2C8";7.21278372976574e-08;1.73301800529554e-06
"CYP2D7P1";3.58699070212084e-05;9.453483905448e-05
"CYP2F1";9.13184232987559e-07;2.54002066003776e-05
"CYP2J2";-1.16823839012054e-07;3.82081896790167e-06
"CYP2R1";7.79366601777041e-06;1.70884898144186e-05
"CYP2S1";-1.02891646302549e-06;2.48155577800252e-06
"CYP2W1";9.2236381583842e-05;0.000273607813234207
"CYP3A43";5.93500902850514e-06;4.8288154314062e-05
"CYP4B1";-1.84278993017619e-06;1.55282217738434e-05
"CYP4F11";2.15849869372503e-06;1.01863386689186e-05
"CYP4F12";6.3346124473564e-06;9.89435563587982e-06
"CYP4F22";-2.46063813107375e-06;1.05689107559078e-05
"CYP4F8";-0.000230762848192407;0.000808479022195399
"CYP4V2";2.46101669172331e-05;4.90920370158944e-05
"CYP4X1";0;0
"CYP4Z2P";5.11141410714932e-05;0.00031494603723087
"CYS1";-4.57969883406645e-05;5.02347884527232e-05
"CYSLTR2";2.00309804120642e-05;0.000136820978148095
"CYTH1";1.61068490142202e-06;3.8700552720515e-06
"CYTL1";3.60675673538375e-06;6.19011232604148e-05
"D2HGDH";1.88387707135514e-06;7.14387214065157e-06
"D4S234E";-3.4743965771672e-05;5.20065603056559e-05
"DAB1";-3.03296117386577e-06;1.10798512121944e-05
"DAB2";-2.06978683790949e-06;3.16553798332853e-05
"DACH1";2.10192520111821e-07;1.24670814818733e-06
"DACH2";8.64497578421086e-07;7.63412515085686e-06
"DACT2";0;0
"DAG1";-6.22027178342301e-08;3.32304593925869e-06
"DAGLA";0.000468540641061982;0.000138609523935826
"DALRD3";0.000239554855646035;0.00164460068541757
"DAPK2";7.77658616108242e-05;0.000182074542474397
"DAPK3";-6.02611963961112e-05;3.5500288891166e-05
"DAPL1";4.95086892164185e-06;6.47939702525633e-05
"DAPP1";1.28888481542522e-05;2.30036352928139e-05
"DARS2";-0.000414726875318237;0.000519879341221329
"DAXX";-4.11014807512759e-07;1.14448531628227e-05
"DAZ2";-3.28952645895012e-06;2.25942373534856e-05
"DBC1";2.81687320808127e-06;7.52401221644433e-06
"DBI";3.99100649401751e-05;3.77203816935789e-05
"DBN1";0;0
"DBNDD1";1.18718469058685e-06;1.15522656411022e-05
"DBNL";-2.23651062928261e-06;4.93439405471487e-06
"DCAF12L2";3.65977839810585e-06;1.36373122774605e-05
"DCAF13";-1.77249210630063e-05;2.99863156857146e-05
"DCAF4";-0.00066710130586761;0.000359166391359932
"DCAF8";-0.000707114197412553;0.000808914181193265
"DCAF8L2";-1.08988954522245e-06;8.77965647395474e-06
"DCBLD1";-1.61701252048513e-07;1.83701150657623e-06
"DCBLD2";-2.75862163081598e-05;1.89066741070128e-05
"DCC";3.47559946352758e-07;1.01901906593637e-05
"DCDC2B";5.31261596618247e-06;7.52302367939621e-06
"DCHS2";0;0
"DCI";2.43749221526191e-06;1.23202409044901e-05
"DCLK3";1.86275192855746e-05;7.27083789166198e-05
"DCLRE1C";2.10733149254442e-05;6.70930880008869e-05
"DCP1B";-6.45660734004764e-06;2.45689167568723e-05
"DCPS";-2.80397332517331e-05;2.76612662773256e-05
"DCST2";0.00235888045332674;0.000763104374200093
"DCTD";-1.11190606030075e-05;4.03381630104951e-05
"DCTN1";0;0
"DCTPP1";-7.09159824090986e-06;4.32781179918365e-05
"DCUN1D2";2.83441951729565e-07;2.76516575654905e-06
"DCUN1D4";1.34490175542438e-05;2.44654894563907e-05
"DCXR";1.73065722887164e-05;4.32661793700888e-05
"DDAH1";-0.00015850234689387;0.000203576835931884
"DDB2";2.55442764256103e-09;6.4288987244569e-06
"DDIT3";-0.000522882642112412;0.000156793824017255
"DDIT4L";-2.97034352824912e-06;1.5329934496872e-05
"DDR1";-8.88238447717675e-05;0.000125182695709067
"DDR2";0;0
"DDX10";6.47122434452803e-06;1.17135956034231e-05
"DDX19A";-0.000579438945026187;0.000649122908024563
"DDX25";-1.74477428362957e-07;2.46756046729474e-06
"DDX26B";-5.32033496543821e-07;1.09163686040604e-05
"DDX28";-5.90518515265788e-06;7.63720067996842e-06
"DDX3X";1.63550851846844e-05;1.74151748923891e-05
"DDX43";1.86426152400262e-05;5.05064694127335e-05
"DDX5";-1.90730532811742e-05;2.17891877061351e-05
"DDX6";5.84646613071903e-06;7.71327548205461e-06
"DDX60L";-2.74704958034623e-07;5.10628867643336e-06
"DEAF1";1.00736225455416e-05;4.7881591384013e-05
"DEF6";0;0
"DEF8";-4.04647406107309e-06;6.04041461213614e-06
"DEFA1B";-7.31754164245098e-07;5.12810818196926e-06
"DEFA5";-2.18671813554821e-05;0.000153348806746219
"DEFB1";6.20607433178339e-06;1.49046379380121e-05
"DEGS1";-5.49046112265994e-06;2.17519310434756e-05
"DEK";-0.00340491504687881;0.00169772115687272
"DEM1";3.97187602993697e-06;1.56968428859537e-05
"DENND1A";1.85782500953964e-05;5.03800463106624e-05
"DENND2C";-1.12376670460242e-07;1.14336410820136e-06
"DENND2D";3.42884691449407e-06;3.33649409401014e-05
"DENND5B";0;0
"DEPDC5";4.78747902607334e-05;0.000189278690773354
"DERA";-5.79533937192068e-06;3.6904543960417e-05
"DERL2";0.000518430097679804;0.000240459374923974
"DES";-1.96041316789291e-05;2.52065837064826e-05
"DET1";2.9892169208055e-08;4.46418383867261e-07
"DEXI";4.4661707070075e-05;3.08170781964939e-05
"DFFB";1.81625461227117e-07;3.26108149736961e-06
"DFNB31";0;0
"DGAT1";5.38147649956776e-05;0.000230765267426367
"DGAT2";-6.99151360744851e-07;1.19587563376332e-05
"DGCR10";7.94526306946564e-07;7.74675365161005e-06
"DGCR11";-1.11691504464618e-05;3.5028780319662e-05
"DGCR14";0;0
"DGCR8";-1.3679404843312e-05;1.32789084714676e-05
"DGKE";2.05756215412788e-07;3.90691183164662e-06
"DGKG";-2.59105804192892e-07;3.06182403702552e-06
"DGKK";1.58679517307894e-05;9.69837412889938e-05
"DHCR24";-1.08920014600269e-07;1.6970704244967e-06
"DHCR7";-0.000377690124340727;0.000220306059053658
"DHDH";-3.27268522960619e-07;3.94621106947368e-06
"DHDPSL";1.56839529680206e-05;2.74712270142225e-05
"DHFR";-2.30290956892934e-05;1.40674063677051e-05
"DHH";-2.76024598143675e-06;2.22451042766435e-05
"DHODH";5.63265183578342e-06;1.40571577750577e-05
"DHRS1";-8.54678292404978e-07;7.28443331804052e-06
"DHRS13";3.01720993207041e-06;6.20079479813833e-06
"DHRS3";0;0
"DHRS4L1";-2.49219502930464e-07;4.22608495260789e-06
"DHRS9";8.74007352840334e-07;7.44508264142438e-06
"DHRSX";-0.000140594788917424;8.1276274979658e-05
"DHTKD1";8.6366519090775e-05;0.000124743158324689
"DHX9";1.33355032166274e-05;5.20537099032058e-05
"DIAPH1";4.99907038909498e-07;1.02677349399456e-05
"DICER1";-2.26637658292664e-06;5.69382868489591e-06
"DIO2";1.06687332940546e-05;2.30338964286562e-05
"DIO3";-8.09714765727094e-06;1.44038806954529e-05
"DIP2C";5.58630527653519e-05;0.000352645722682472
"DIRAS2";0.000216797822878455;0.00118057839232516
"DIRC2";1.1451908184764e-06;3.12116610200514e-05
"DISP1";-5.6656104685289e-07;3.8474109360174e-06
"DISP2";-4.22699340731664e-05;9.6692086977784e-05
"DIXDC1";2.65995398396258e-06;2.69193380603438e-05
"DKFZp434J0226";1.84699998772296e-08;3.96155041385559e-06
"DKFZP434L187";1.24367234791728e-06;8.05563334235274e-06
"DKFZP586I1420";-3.01878521623696e-06;1.05088017918296e-05
"DKFZp686O24166";-7.48988234555414e-06;3.00818313169967e-05
"DKFZp761E198";-5.28922551856007e-08;3.91846113780826e-07
"DKFZp779M0652";5.57859744361111e-06;1.76382898820052e-05
"DKK3";-3.41191616841467e-06;7.55594101366447e-06
"DKK4";0.000117461118581662;0.000470909480290384
"DKKL1";1.46425662063267e-05;6.21563229518421e-05
"DLC1";5.70487789051451e-05;3.60383640816553e-05
"DLEC1";-1.07098210733629e-05;0.000100802179442865
"DLEU1";0;0
"DLEU2";-3.23058967108437e-05;0.000213347509665912
"DLEU7";-0.000212357623098799;0.00219103132797481
"DLG3";0;0
"DLG5";1.66601035689753e-06;1.44798122185399e-05
"DLGAP2";4.32066784958654e-07;4.70867626098896e-06
"DLGAP4";0.000622317258347125;0.000443286411264776
"DLK2";2.04425317824202e-06;5.73979144649791e-06
"DLL1";-2.8879538378932e-07;2.60513315933567e-06
"DLX1";-3.1995901465773e-07;2.50818999684683e-06
"DLX3";0.00086313490763855;0.00160478354786117
"DLX5";3.54294404131742e-07;1.12952678884316e-06
"DMAP1";2.09634790263179e-06;9.72077915183084e-06
"DMBT1";0;0
"DMGDH";3.35268160286361e-07;2.07545294179564e-06
"DMP1";2.65428041316082e-05;0.000145722930640467
"DMRT1";0.00049422558835001;0.0024712370637754
"DMRT3";-1.36277641287319e-05;3.73069289456723e-05
"DMRTA2";3.71820369823029e-05;0.000100159749107163
"DMRTC1";-6.55694517185724e-06;6.55387528631659e-05
"DNAH14";-1.84061435049837e-05;0.000133907447792865
"DNAH17";5.84814942172404e-05;0.000100021463396935
"DNAH3";1.84085961214025e-05;0.000125019933861215
"DNAH5";0;0
"DNAH6";0;0
"DNAI2";0;0
"DNAJA1";2.43222354009865e-07;8.92268102794e-07
"DNAJA3";-4.99891530918012e-05;6.69085103816647e-05
"DNAJB1";-6.46683457539581e-05;3.08469316328158e-05
"DNAJB13";0;0
"DNAJB3";1.50892335894025e-06;4.17929351245755e-06
"DNAJB4";9.81532318390422e-06;2.74690699680316e-05
"DNAJC1";0.000169372905925685;7.567342475707e-05
"DNAJC15";-2.50300749098066e-05;1.33920915763354e-05
"DNAJC19";2.95985212241471e-05;3.35179996135886e-05
"DNAJC22";9.00007649491559e-07;4.57499950517792e-06
"DNAJC28";0.00130516876566473;0.000557856704760282
"DNAJC4";5.45018239028074e-06;5.98964373566707e-06
"DNAJC5B";0;0
"DNAJC6";-0.00174278552389889;0.00194235360196442
"DNALI1";0;0
"DNASE1";1.31394726600778e-06;4.69156631733492e-05
"DNASE1L1";-5.97960068172696e-06;8.26815272085247e-06
"DNASE1L2";-1.04317617698135e-06;7.16756750937611e-06
"DNASE1L3";8.87292133632078e-06;2.09844756809963e-05
"DNASE2";0.000398524990435625;0.000428547232363001
"DNASE2B";-5.13387223198892e-09;2.37086936257542e-07
"DNER";-3.86043117961205e-06;1.83648952691717e-05
"DNM1P35";-2.43989653913204e-05;9.84059678923463e-05
"DNM2";-9.50693887548671e-08;2.86666277842874e-06
"DNMBP";-4.59564710116072e-06;2.0609639572984e-05
"DNMT3A";1.82888081383247e-07;3.48126228984391e-06
"DNPEP";-3.2294379698702e-05;7.76385434019839e-05
"DNTTIP1";0.000386432477217372;0.000157567827006257
"DOC2A";2.34723232958463e-05;0.000159284399688589
"DOC2B";0;0
"DOCK11";7.18790532472422e-06;8.77042427337456e-06
"DOCK3";4.20380369252533e-05;0.000122679733227452
"DOK1";-5.18470475908516e-06;3.04205220561477e-06
"DOK5";3.1007973542335e-06;8.39778162505152e-06
"DOK6";0;0
"DOK7";-1.41555062532583e-05;4.17398544218995e-05
"DOLPP1";-7.11842693327682e-07;4.9757130738345e-06
"DOM3Z";-2.57147981205065e-05;1.41098283088759e-05
"DOT1L";2.50970404195871e-06;2.26740370141943e-05
"DPF3";0;0
"DPH3";1.83654864397732e-06;7.91025091377275e-06
"DPH5";7.28742782833025e-07;9.15448396619948e-06
"DPP4";-1.17244678951073e-05;3.22153639585636e-05
"DPP7";-3.90218794414558e-05;5.00476169025254e-05
"DPP9";0;0
"DPPA5";5.55396060747257e-06;2.90580985281237e-05
"DPY19L2P1";5.00743599615216e-08;1.21436534311635e-06
