"prob";"tp1";"fp1";"tp2";"fp2"
0.01;NA;0.73134328358209;0.26865671641791;NA
0.02;NA;0.73134328358209;0.26865671641791;NA
0.03;NA;0.73134328358209;0.26865671641791;NA
0.04;NA;0.73134328358209;0.26865671641791;NA
0.05;NA;0.73134328358209;0.26865671641791;NA
0.06;NA;0.73134328358209;0.26865671641791;NA
0.07;NA;0.73134328358209;0.26865671641791;NA
0.08;NA;0.73134328358209;0.26865671641791;NA
0.09;1;0.725190839694656;0.274809160305344;0
0.1;1;0.720930232558139;0.27906976744186;0
0.11;1;0.714285714285714;0.285714285714286;0
0.12;1;0.709677419354839;0.290322580645161;0
0.13;1;0.702479338842975;0.297520661157025;0
0.14;1;0.694915254237288;0.305084745762712;0
0.15;1;0.684210526315789;0.315789473684211;0
0.16;1;0.663551401869159;0.336448598130841;0
0.17;1;0.647058823529412;0.352941176470588;0
0.18;1;0.621052631578947;0.378947368421053;0
0.19;1;0.595505617977528;0.404494382022472;0
0.2;1;0.566265060240964;0.433734939759036;0
0.21;1;0.532467532467532;0.467532467532468;0
0.22;1;0.492957746478873;0.507042253521127;0
0.23;1;0.470588235294118;0.529411764705882;0
0.24;1;0.446153846153846;0.553846153846154;0
0.25;1;0.4375;0.5625;0
0.26;1;0.368421052631579;0.631578947368421;0
0.27;1;0.320754716981132;0.679245283018868;0
0.28;1;0.26530612244898;0.73469387755102;0
0.29;1;0.2;0.8;0
0.3;1;0.162790697674419;0.837209302325581;0
0.31;0.98936170212766;0.125;0.875;0.0106382978723404
0.32;0.989690721649485;0.0540540540540541;0.945945945945946;0.0103092783505155
0.33;0.989795918367347;0.0277777777777778;0.972222222222222;0.0102040816326531
0.34;0.989795918367347;0.0277777777777778;0.972222222222222;0.0102040816326531
0.35;0.989795918367347;0.0277777777777778;0.972222222222222;0.0102040816326531
0.36;0.98989898989899;0;1;0.0101010101010101
0.37;0.98989898989899;0;1;0.0101010101010101
0.38;0.98989898989899;0;1;0.0101010101010101
0.39;0.98989898989899;0;1;0.0101010101010101
0.4;0.97029702970297;0;1;0.0297029702970297
0.41;0.951456310679612;0;1;0.0485436893203883
0.42;0.924528301886792;0;1;0.0754716981132075
0.43;0.924528301886792;0;1;0.0754716981132075
0.44;0.907407407407407;0;1;0.0925925925925926
0.45;0.890909090909091;0;1;0.109090909090909
0.46;0.852173913043478;0;1;0.147826086956522
0.47;0.823529411764706;0;1;0.176470588235294
0.48;0.80327868852459;0;1;0.19672131147541
0.49;0.796747967479675;0;1;0.203252032520325
0.5;0.777777777777778;0;1;0.222222222222222
0.51;0.771653543307087;0;1;0.228346456692913
0.52;0.765625;0;1;0.234375
0.53;0.753846153846154;0;1;0.246153846153846
0.54;0.748091603053435;0;1;0.251908396946565
0.55;0.748091603053435;0;1;0.251908396946565
0.56;0.742424242424242;0;1;0.257575757575758
0.57;0.742424242424242;0;1;0.257575757575758
0.58;0.742424242424242;0;1;0.257575757575758
0.59;0.736842105263158;0;1;0.263157894736842
0.6;0.736842105263158;0;1;0.263157894736842
0.61;0.73134328358209;NA;NA;0.26865671641791
0.62;0.73134328358209;NA;NA;0.26865671641791
0.63;0.73134328358209;NA;NA;0.26865671641791
0.64;0.73134328358209;NA;NA;0.26865671641791
0.65;0.73134328358209;NA;NA;0.26865671641791
0.66;0.73134328358209;NA;NA;0.26865671641791
0.67;0.73134328358209;NA;NA;0.26865671641791
0.68;0.73134328358209;NA;NA;0.26865671641791
0.69;0.73134328358209;NA;NA;0.26865671641791
0.7;0.73134328358209;NA;NA;0.26865671641791
0.71;0.73134328358209;NA;NA;0.26865671641791
0.72;0.73134328358209;NA;NA;0.26865671641791
0.73;0.73134328358209;NA;NA;0.26865671641791
0.74;0.73134328358209;NA;NA;0.26865671641791
0.75;0.73134328358209;NA;NA;0.26865671641791
0.76;0.73134328358209;NA;NA;0.26865671641791
0.77;0.73134328358209;NA;NA;0.26865671641791
0.78;0.73134328358209;NA;NA;0.26865671641791
0.79;0.73134328358209;NA;NA;0.26865671641791
0.8;0.73134328358209;NA;NA;0.26865671641791
0.81;0.73134328358209;NA;NA;0.26865671641791
0.82;0.73134328358209;NA;NA;0.26865671641791
0.83;0.73134328358209;NA;NA;0.26865671641791
0.84;0.73134328358209;NA;NA;0.26865671641791
0.85;0.73134328358209;NA;NA;0.26865671641791
0.86;0.73134328358209;NA;NA;0.26865671641791
0.87;0.73134328358209;NA;NA;0.26865671641791
0.88;0.73134328358209;NA;NA;0.26865671641791
0.89;0.73134328358209;NA;NA;0.26865671641791
0.9;0.73134328358209;NA;NA;0.26865671641791
0.91;0.73134328358209;NA;NA;0.26865671641791
0.92;0.73134328358209;NA;NA;0.26865671641791
0.93;0.73134328358209;NA;NA;0.26865671641791
0.94;0.73134328358209;NA;NA;0.26865671641791
0.95;0.73134328358209;NA;NA;0.26865671641791
0.96;0.73134328358209;NA;NA;0.26865671641791
0.97;0.73134328358209;NA;NA;0.26865671641791
0.98;0.73134328358209;NA;NA;0.26865671641791
0.99;0.73134328358209;NA;NA;0.26865671641791
1;0.73134328358209;NA;NA;0.26865671641791
