"prob";"tp1";"fp1";"tp2";"fp2"
0.01;NA;0.667151162790698;0.332848837209302;NA
0.02;NA;0.667151162790698;0.332848837209302;NA
0.03;NA;0.667151162790698;0.332848837209302;NA
0.04;1;0.666909090909091;0.333090909090909;0
0.05;1;0.666666666666667;0.333333333333333;0
0.06;1;0.665449233016801;0.334550766983199;0
0.07;1;0.66348273328435;0.33651726671565;0
0.08;1;0.662490788504053;0.337509211495947;0
0.09;1;0.657953696788648;0.342046303211352;0
0.1;1;0.65329295987888;0.34670704012112;0
0.11;1;0.646877409406322;0.353122590593678;0
0.12;1;0.639370078740157;0.360629921259843;0
0.13;1;0.631239935587762;0.368760064412238;0
0.14;1;0.618968386023295;0.381031613976705;0
0.15;0.995348837209302;0.606373815676141;0.393626184323859;0.00465116279069767
0.16;0.992277992277992;0.591763652641003;0.408236347358997;0.00772200772200772
0.17;0.986394557823129;0.580406654343808;0.419593345656192;0.0136054421768707
0.18;0.988095238095238;0.563461538461538;0.436538461538462;0.0119047619047619
0.19;0.983651226158038;0.55203171456888;0.44796828543112;0.0163487738419619
0.2;0.982630272952854;0.536485097636177;0.463514902363823;0.0173697270471464
0.21;0.979214780600462;0.523860021208908;0.476139978791092;0.0207852193995381
0.22;0.978165938864629;0.5119825708061;0.4880174291939;0.0218340611353712
0.23;0.971252566735113;0.500562429696288;0.499437570303712;0.0287474332648871
0.24;0.964083175803403;0.481700118063754;0.518299881936246;0.0359168241965974
0.25;0.963028169014085;0.459158415841584;0.540841584158416;0.0369718309859155
0.26;0.951986754966887;0.444300518134715;0.555699481865285;0.0480132450331126
0.27;0.945482866043614;0.423705722070845;0.576294277929155;0.0545171339563863
0.28;0.933920704845815;0.405755395683453;0.594244604316547;0.066079295154185
0.29;0.928671328671329;0.384266263237519;0.615733736762481;0.0713286713286713
0.3;0.917553191489362;0.365384615384615;0.634615384615385;0.0824468085106383
0.31;0.913659793814433;0.348333333333333;0.651666666666667;0.086340206185567
0.32;0.905236907730673;0.334494773519164;0.665505226480836;0.0947630922693267
0.33;0.896758703481393;0.314917127071823;0.685082872928177;0.103241296518607
0.34;0.893867924528302;0.303030303030303;0.696969696969697;0.106132075471698
0.35;0.881413911060433;0.290581162324649;0.709418837675351;0.118586088939567
0.36;0.868653421633554;0.278723404255319;0.721276595744681;0.131346578366446
0.37;0.863636363636364;0.265486725663717;0.734513274336283;0.136363636363636
0.38;0.852008456659619;0.26046511627907;0.73953488372093;0.147991543340381
0.39;0.846632124352332;0.245742092457421;0.754257907542579;0.153367875647668
0.4;0.838872104733132;0.221932114882507;0.778067885117493;0.161127895266868
0.41;0.82970297029703;0.218579234972678;0.781420765027322;0.17029702970297
0.42;0.822502424830262;0.202898550724638;0.797101449275362;0.177497575169738
0.43;0.820636451301832;0.1976401179941;0.8023598820059;0.179363548698168
0.44;0.814462416745956;0.190769230769231;0.809230769230769;0.185537583254044
0.45;0.805607476635514;0.183006535947712;0.816993464052288;0.194392523364486
0.46;0.800185013876041;0.179661016949153;0.820338983050847;0.199814986123959
0.47;0.798165137614679;0.167832167832168;0.832167832167832;0.201834862385321
0.48;0.792384406165004;0.161172161172161;0.838827838827839;0.207615593834995
0.49;0.788808664259928;0.164179104477612;0.835820895522388;0.211191335740072
0.5;0.783229259589652;0.156862745098039;0.843137254901961;0.216770740410348
0.51;0.778464254192409;0.148148148148148;0.851851851851852;0.22153574580759
0.52;0.774080560420315;0.145299145299145;0.854700854700855;0.225919439579685
0.53;0.768430182133565;0.143497757847534;0.856502242152466;0.231569817866435
0.54;0.766839378238342;0.137614678899083;0.862385321100917;0.233160621761658
0.55;0.766580534022394;0.130232558139535;0.869767441860465;0.233419465977606
0.56;0.761295822676897;0.123152709359606;0.876847290640394;0.238704177323103
0.57;0.758913412563667;0.121212121212121;0.878787878787879;0.241086587436333
0.58;0.756551141166526;0.119170984455959;0.880829015544041;0.243448858833474
0.59;0.755274261603376;0.120418848167539;0.879581151832461;0.244725738396624
0.6;0.754208754208754;0.117021276595745;0.882978723404255;0.245791245791246
0.61;0.752093802345059;0.10989010989011;0.89010989010989;0.247906197654941
0.62;0.750417362270451;0.106741573033708;0.893258426966292;0.249582637729549
0.63;0.747097844112769;0.1;0.9;0.252902155887231
0.64;0.745049504950495;0.0914634146341463;0.908536585365854;0.254950495049505
0.65;0.740589198036007;0.0844155844155844;0.915584415584416;0.259410801963993
0.66;0.737571312143439;0.087248322147651;0.912751677852349;0.262428687856561
0.67;0.733818770226537;0.0785714285714286;0.921428571428571;0.266181229773463
0.68;0.732258064516129;0.0735294117647059;0.926470588235294;0.267741935483871
0.69;0.728949478748998;0.0697674418604651;0.930232558139535;0.271050521251002
0.7;0.72209026128266;0.0530973451327434;0.946902654867257;0.27790973871734
0.71;0.71585557299843;0.0588235294117647;0.941176470588235;0.28414442700157
0.72;0.713838936669273;0.0515463917525773;0.948453608247423;0.286161063330727
0.73;0.709076803723817;0.0459770114942529;0.954022988505747;0.290923196276183
0.74;0.705701078582434;0.0256410256410256;0.974358974358974;0.294298921417565
0.75;0.699236641221374;0.0303030303030303;0.96969696969697;0.300763358778626
0.76;0.695520121488231;0.0338983050847458;0.966101694915254;0.304479878511769
0.77;0.690744920993228;0;1;0.309255079006772
0.78;0.684563758389262;0;1;0.315436241610738
0.79;0.683544303797468;0;1;0.316455696202532
0.8;0.68;0;1;0.32
0.81;0.677991137370753;0;1;0.322008862629247
0.82;0.675496688741722;0;1;0.324503311258278
0.83;0.674008810572687;0;1;0.325991189427313
