"gene";"mean";"sd";"se"
"CLEC4GP1";-2.18753676848722e-05;7.22210939340946e-05;5.68832479514146e-09
"CLEC9A";9.11322211943298e-05;0.000188984027233509;4.39783212021176e-08
"CLGN";-4.03057139592154e-05;3.99448973676467e-05;3.21828139082706e-09
"CLIC1";-0.000107445508716719;5.2943914556687e-05;1.43443208314095e-08
"CLIC2";1.86063383283543e-06;6.35540455745863e-06;4.38059394059968e-11
"CLIC3";-1.53818257825357e-06;3.81992260214441e-06;1.69407678249418e-11
"CLIC6";1.68852659174975e-05;5.73800165154118e-05;3.5737321612835e-09
"CLIP1";8.82693710583543e-06;2.79154591195528e-05;8.5627731103765e-10
"CLK2";0;0;0
"CLK2P";-4.77011537140713e-05;5.46115358788734e-05;5.25433578136293e-09
"CLK3";0.000420198122816564;0.000348183487991012;2.97656577862136e-07
"CLK4";-5.05131631770188e-05;8.69611447753219e-05;1.01049859614407e-08
"CLLU1";-3.20869590584972e-05;0.000104630027416881;1.19642265103775e-08
"CLLU1OS";2.45223224700179e-05;0.000127321115385601;1.67930730279375e-08
"CLMN";4.71195253801193e-06;1.92434625614442e-05;3.92080741939423e-10
"CLN5";0;0;0
"CLN6";-0.00148025420402006;0.000525961746050039;2.46746509421222e-06
"CLP1";-1.5474857372793e-07;2.61816640863708e-06;6.87073452590124e-12
"CLPB";1.37002675410434e-05;1.22734085652612e-05;3.38157911218833e-10
"CLPTM1";0.00149311922908973;0.0022121177595333;7.1171533496215e-06
"CLPTM1L";9.33930833678e-07;4.27137651265234e-06;1.90955702629316e-11
"CLSTN2";3.21832163757641e-06;0.000137636085924482;1.89319192612922e-08
"CLTB";0.000400106675113972;0.000190870954832657;1.96474512447293e-07
"CLTC";7.08276680952052e-06;1.88524954951684e-05;4.05166965780874e-10
"CLTCL1";1.01786882774945e-07;2.13576329646963e-06;4.56651659060028e-12
"CLU";0;0;0
"CLVS1";-0.00048401362597721;0.000921329958466509;1.08212643659721e-06
"CLVS2";-8.38967995429744e-08;3.16663505527186e-06;1.00229017864683e-11
"CLYBL";-0.000100222198885615;3.84149648766307e-05;1.15184747162133e-08
"CMA1";-2.94193445522433e-08;4.32348642544668e-06;1.86715632954082e-11
"CMBL";2.79169160731157e-06;8.318257988039e-06;7.69061245560539e-11
"CMC1";-3.63762654094252e-05;3.19982518179383e-05;2.34592467356052e-09
"CMTM1";-1.37460195549375e-07;1.64590377930653e-06;2.72472983734513e-12
"CMTM2";-1.31465533507357e-05;4.2491302508179e-05;1.97623341226957e-09
"CMTM3";-6.36172732391854e-08;1.1278227364661e-06;1.27454531958156e-12
"CMTM4";2.72636134446127e-05;4.1071802791314e-05;2.4282269332114e-09
"CMTM7";2.11645083621887e-05;2.67350968864958e-05;1.1618668134286e-09
"CMYA5";9.54133761675423e-05;0.000207770775930021;5.22219769634077e-08
"CNBD1";-9.99503319687819e-07;1.96741494071484e-05;3.87618974684024e-10
"CNBP";3.61750610937172e-07;4.15014173996858e-06;1.73344188489809e-11
"CNGA1";0;0;0
"CNGA4";1.20452071078772e-05;8.06772030593047e-05;6.64629435646652e-09
"CNGB1";0;0;0
"CNGB3";-3.30139475258699e-05;0.000171639289883218;3.05155506214641e-08
"CNIH3";-6.39878262619715e-06;3.56568786289213e-05;1.31087211710172e-09
"CNIH4";-2.26190236223187e-06;7.13872114458025e-06;5.60180076011369e-11
"CNN3";-3.91714671673862e-06;3.12077436939136e-06;2.50718934568531e-11
"CNNM3";-3.30937193553788e-05;5.24574160312471e-05;3.843760060606e-09
"CNOT3";0;0;0
"CNP";0;0;0
"CNPY3";-6.41617214990592e-05;0.000136635067688282;2.27640584829016e-08
"CNTD1";9.6202812481653e-06;2.24341672660166e-05;5.95253714431962e-10
"CNTD2";3.33065089177624e-06;2.19666975443311e-05;4.93065326319109e-10
"CNTF";5.30614482054623e-05;0.000184501263488353;3.68164663226036e-08
"CNTFR";0;0;0
"CNTLN";8.59995119582704e-06;1.03397169989203e-05;1.80744013623394e-10
"CNTN1";-3.92759546053357e-06;1.3253914114408e-05;1.90887027884371e-10
"CNTN3";1.90232750663035e-06;9.07540612616347e-06;8.58856278436024e-11
"CNTN5";-5.11358591056961e-05;0.000166744908377036;3.03862594060624e-08
"CNTN6";-2.54737883383823e-06;1.12256833554129e-05;1.323578908046e-10
"CNTNAP2";-4.43159262856651e-06;4.87459755213087e-06;4.33729555239651e-11
"CNTNAP5";0;0;0
"COBL";4.36222584999184e-07;7.10040154616218e-07;6.93858196348121e-13
"COBLL1";-0.000107912366510323;0.000224781205839493;6.21126429537451e-08
"COCH";-0.000111339437185156;0.000347753735756828;1.33187854532719e-07
"COG2";2.17947814331149e-05;4.82414261712971e-05;2.7995289640488e-09
"COL11A1";0;0;0
"COL11A2";-1.93721364295792e-05;0.000110675555977624;1.26100486894344e-08
"COL18A1";-3.28771498043516e-05;4.42762541120937e-05;3.03900348610343e-09
"COL19A1";-9.4020472898984e-07;4.17000111915599e-06;1.82525801197591e-11
"COL1A1";-0.000197930427078303;0.000139152437196182;5.85172339457358e-08
"COL1A2";-0.000272245950275953;0.000151802165091248;9.71348343272453e-08
"COL21A1";3.8561660736613e-05;7.33737785610866e-05;6.86442367664335e-09
"COL22A1";-9.57396325651067e-05;0.000166474409842982;3.68474305244804e-08
"COL23A1";8.89769348632822e-06;3.99125347460387e-05;1.67031838573757e-09
"COL25A1";-3.60913650197842e-06;1.26430271171172e-05;1.72685264835424e-10
"COL28A1";7.35425141231346e-06;1.63874315833845e-05;3.2231920353714e-10
