"gene";"mean";"sd";"se"
"GALNT2";-1.58943381896315e-05;2.27618864852851e-05;7.65336551643207e-10
"GALNTL4";0.000159525650875891;0.000149729229125899;4.76337457372768e-08
"GALR1";-2.67263395592928e-06;2.65756589830169e-05;7.06051688785852e-10
"GALR2";-3.1392257489492e-05;6.94247806256247e-05;5.75506774348481e-09
"GAN";-7.20447146541324e-06;8.14191838443705e-05;6.61193495387641e-09
"GANC";2.53217406608273e-05;5.07971947637523e-05;3.19466684808717e-09
"GAPT";-0.000549243263037525;0.000836942769669343;9.94844765863672e-07
"GARNL3";6.6346853813184e-05;8.47478680898945e-05;1.15092915614216e-08
"GAS2";-5.5745475443678e-05;9.03095791638876e-05;1.11784216619423e-08
"GAS2L2";-5.23096313056216e-06;2.24749091619909e-05;5.27222834385547e-10
"GAS6";1.04505733757911e-05;2.08888965668206e-05;5.4101521283109e-10
"GAS7";-2.78542851440503e-06;1.21879004858321e-05;1.54756187362943e-10
"GAS8";7.72313600317665e-05;6.7418514100342e-05;1.04625925987346e-08
"GAST";-6.72434570028746e-06;3.82244216713594e-05;1.49110337874739e-09
"GATA1";-3.8472251363518e-06;2.32463869014252e-05;5.49566535804167e-10
"GATA2";-9.84102829103319e-05;0.000131333396103944;2.67533732466433e-08
"GATA3";-0.000251059918807371;0.000289241009469982;1.45819982291203e-07
"GATA4";5.15466494672793e-05;0.000118123671969475;1.64649130979427e-08
"GATA5";1.24773110296618e-05;2.6263474446925e-05;8.38268275450784e-10
"GATSL3";8.73367934315153e-06;2.93198923045876e-05;9.26978488738767e-10
"GBA";-4.22271447082049e-05;6.94765261117964e-05;6.55983830909826e-09
"GBA3";5.13902872775635e-05;9.04444877661699e-05;1.07359565211795e-08
"GBE1";-0.00218107665707548;0.00163906407654512;7.41564173265379e-06
"GBF1";-0.000106695823730656;4.3965429810114e-05;1.32968228301764e-08
"GBGT1";-0.000291329958210313;0.000162593482876377;1.11034403551007e-07
"GBX2";-5.55354776222404e-06;2.74709697529759e-05;7.77635090883212e-10
"GCGR";7.51368803916797e-06;5.18540227932647e-05;2.7172864411293e-09
"GCK";4.72978836109986e-05;0.000100029264169987;1.21387158418604e-08
"GCLC";-2.95142047660688e-05;2.80813681039686e-05;1.65143731720371e-09
"GCNT2";-5.73628424323213e-05;8.3617689647888e-05;1.02095812345695e-08
"GCNT4";-1.51470344947867e-05;3.25750842454245e-05;1.27951526639946e-09
"GCOM1";-2.17367283532969e-05;3.30128418517815e-05;1.55098050614481e-09
"GDA";0.000120964490329592;0.000168471579765485;4.27194282636606e-08
"GDF11";-0.000150641409953952;0.000141404973379829;4.24799158217924e-08
"GDF15";-4.00948660848737e-05;6.93032773811427e-05;6.36051187280065e-09
"GDF6";-5.59431201393896e-06;5.54482184850251e-05;3.0737751670186e-09
"GDF9";4.9792999632844e-06;1.58365128969874e-05;2.7297611947814e-10
"GDI2";3.09741882865815e-05;6.11109280313286e-05;4.65504434897897e-09
"GDNF";-8.21323444514845e-06;3.54439539902034e-05;1.31064490831834e-09
"GDPD2";-0.000375279318982659;0.000557919336828757;4.48866116305118e-07
"GDPD3";1.05618655428669e-05;3.830438334639e-05;1.56349518538085e-09
"GDPD5";-1.3375232873544e-05;3.12612464312495e-05;1.14598253360231e-09
"GEM";-0.000221928451937207;0.000132582406668347;6.66472271855707e-08
"GEMIN6";-3.78335150372199e-05;7.76020985477683e-05;7.39073049972432e-09
"GEMIN8P4";0.000371905009108686;0.000479452006482924;3.65793039127712e-07
"GFI1B";-3.77435407492519e-05;3.98128897790905e-05;2.99312995467992e-09
"GFPT2";-0.000137660405679645;0.000163066621179842;4.52641235375715e-08
"GFRA3";-7.70844937036478e-05;7.54406899359441e-05;1.1574032516538e-08
"GGA2";-0.000506830424394486;0.000539028915202196;5.4440266539695e-07
"GGCX";4.70652321066152e-05;0.00019597670378028;4.02219329517437e-08
"GGH";-8.69095718878873e-06;2.99705636586315e-05;9.64410811560773e-10
"GGT1";-2.68865840810535e-06;1.46539186513712e-05;2.19729368669804e-10
"GGT7";-9.65144683756058e-06;0.000122287849859063;1.4891694501053e-08
"GGT8P";2.28204398009316e-06;2.07179329816483e-05;4.299692973109e-10
"GHDC";0.000353145886873691;0.000190866572830552;1.60762586366718e-07
"GHRHR";-7.48439668436044e-05;8.90321658937268e-05;1.34457758682425e-08
"GHRL";7.18228603000133e-05;5.77091146812453e-05;8.45417411732988e-09
"GHRLOS";-4.37759239309323e-05;6.5213219281898e-05;6.12479586043746e-09
"GIMAP2";3.23838949396309e-05;5.54416400025298e-05;4.09047360340023e-09
"GIPC2";-6.39772526409473e-06;1.5389454284648e-05;2.75299157325988e-10
"GIPC3";-7.13057456709423e-05;0.000123268765925729;2.01214148034074e-08
"GIPR";7.33729844483328e-06;2.24597358388704e-05;5.53021101858394e-10
"GJA1";0.000185948786852635;8.4499024351624e-05;4.16426605617139e-08
"GJA3";-9.51480158406168e-06;5.6050950620229e-05;3.19951437851716e-09
"GJA9";0.000825273943096851;0.000803507128949986;1.31997554048773e-06
"GJB1";-0.000200446495318955;0.000138539230624134;5.91719875906837e-08
"GJB7";8.14854980530378e-06;3.11300159623819e-05;1.02538219635373e-09
"GJC1";0.000324588950498043;0.00016412877509961;1.32015634780123e-07
"GJC3";1.75758925084479e-05;0.000168904416483281;2.85404399268223e-08
"GJD3";5.95215559992326e-05;5.84026353381435e-05;6.91815356994287e-09
"GK";8.59825823232065e-06;1.61146569168918e-05;3.3090718960016e-10
"GKAP1";0.000359688505586959;0.000714400596322783;6.34427697535786e-07
"GKN1";0;0;0
"GKN2";3.81484355632562e-06;2.4083646872323e-05;5.88533181710505e-10
"GLA";3.87940958477354e-05;8.00998488468062e-05;7.85413447266113e-09
"GLB1";-0.000187910135778217;0.000146955293005574;5.66811204148924e-08
"GLB1L";0.000209318102242587;8.39286485353635e-05;5.07847107834422e-08
"GLB1L2";0.000260758575838776;0.000238031915797016;1.24064027885027e-07
"GLB1L3";-3.21266033209711e-05;2.59322150663179e-05;1.69759342149874e-09
"GLCE";1.06421171219169e-05;1.73530980511937e-05;4.11247897852873e-10
"GLDN";3.70062439810868e-05;0.000128044500538423;1.75940708563246e-08
"GLI1";-1.73603121259025e-05;0.000131062124082367;1.72997308022469e-08
"GLI4";1.60099356759485e-06;2.54836637476343e-05;6.45215536760111e-10
"GLIS1";3.6988799072199e-06;1.60138516547042e-05;2.67453871503376e-10
"GLIS3";4.61430936661104e-06;5.51282833935843e-05;3.02876190137577e-09
"GLRA3";2.09130285779592e-06;1.47668540785436e-05;2.20162068901516e-10
"GLRA4";-5.2059798511204e-07;1.0833017149992e-05;1.16402842619831e-10
"GLRB";-5.33808192410001e-06;1.52752657163037e-05;2.59398301512257e-10
"GLRX2";-6.75931455354113e-05;4.66118408585649e-05;6.71886511796814e-09
"GLS";4.13151798838001e-06;1.54072902635218e-05;2.51981277972883e-10
"GLS2";-3.23639197812968e-05;0.000106062451858154;1.21794873759592e-08
"GLT25D2";-2.48189070121372e-05;5.66691848767101e-05;3.79392261284088e-09
"GLT8D1";7.41887725196055e-05;0.000170942534056782;3.44209348557433e-08
"GLUD1";-2.18013767919155e-05;3.0221052553996e-05;1.3790983806458e-09
"GLYATL2";-0.00153964161828134;0.000673086331163535;2.818822301014e-06
"GMIP";-0.000146175728126552;0.000234745097335103;7.58985910836645e-08
"GMPPB";8.86139756947473e-05;9.03168950137315e-05;1.59246079891327e-08
"GMPR";-0.000110334480840591;0.000215987104728347;5.83381850982869e-08
"GMPR2";-3.1546366883872e-05;3.11929455777738e-05;1.95803770224588e-09
"GMPS";-2.1263946813384e-05;6.96970291935173e-05;5.2592305220844e-09
"GNA11";-0.000317387916491194;0.000415917049145152;2.71920133473298e-07
"GNA14";-1.00394432913942e-05;1.93447804807476e-05;4.71112822909347e-10
"GNAI1";-7.15518740649138e-06;7.95724961842183e-06;1.13854967671368e-10
"GNAI2";-0.00102483189635578;0.00049161361462252;1.28944682076538e-06
"GNAL";6.34391891560053e-05;3.79668187499504e-05;5.45099463711726e-09
"GNAQ";9.90523700983177e-06;2.86977022312107e-05;9.13093103224768e-10
"GNAS";3.8991464790338e-05;4.75798769195086e-05;3.76059729867513e-09
"GNB1L";-5.20543931693806e-05;4.64611030300629e-05;4.84580817118206e-09
"GNB3";7.69980122249011e-05;6.7029162776885e-05;1.03748014172544e-08
"GNG11";3.29005758355552e-06;7.23119060635758e-06;6.25699077637366e-11
"GNG13";-9.93233400665508e-05;0.000117784324053071;2.35937609267746e-08
"GNG5";0.00116560194516615;0.00123355713330288;2.86444043735251e-06
"GNPAT";-7.29790370509279e-05;0.000183228654767182;3.85489637357574e-08
"GNPDA1";-2.10848989162689e-05;3.41498905730374e-05;1.59863991527064e-09
"GNPTAB";-3.9051685356048e-05;4.94098645400829e-05;3.94093827308098e-09
"GNPTG";0.000517797316966363;0.000303880966846502;3.59495790531509e-07
"GNS";2.29664082700478e-05;6.12089541003839e-05;4.23496555357627e-09
"GOLGA2B";-1.32541772687895e-05;4.66736704996988e-05;2.33141273800868e-09
"GOLGA5";1.52221069484535e-05;8.47208049763098e-05;7.33456051499413e-09
"GOLGA6L1";-9.19660816058737e-06;6.39683276860718e-05;4.13390010124795e-09
"GOLGA7";1.22555668249195e-05;2.24709441524864e-05;6.49882422938563e-10
"GOLGA7B";0.00016867005640717;0.000297614189426062;1.16101145699591e-07
"GOLGA8A";0.000492182717188244;0.000299664964143886;3.31107510638999e-07
"GOLGA8C";6.62023536973181e-06;1.68934331302764e-05;3.26242806747279e-10
"GOLT1A";-5.49856156664905e-05;5.63052022704622e-05;6.16067002666235e-09
"GOPC";3.70263269528041e-05;8.50116241219397e-05;8.52264412100914e-09
"GP1BA";-2.29130954053566e-05;8.21315881571625e-05;7.20034107080171e-09
"GP6";-2.97425741770917e-06;3.1778050048721e-05;1.00817145890978e-09
"GPAA1";-5.21753305999031e-06;1.87361030761015e-05;3.74607526809577e-10
"GPAM";-4.3927872876703e-06;2.71351543073294e-05;7.47943214861435e-10
"GPATCH3";-0.000415441926743924;0.000407425109381406;3.36858097378712e-07
"GPATCH4";-9.23114452666835e-05;0.00019868035232269;4.75840990513019e-08
"GPC1";-0.000185404013481326;0.000140805858584936;5.39944141746181e-08
"GPC3";-2.09239887017041e-05;2.65993009786585e-05;1.13796608644487e-09
"GPC5";0.000112712310980053;0.000216540031977293;5.91052173134336e-08
"GPC6";-0.000153461766443487;9.44504375727823e-05;3.23784730305861e-08
"GPCPD1";1.26041988329264e-05;6.35270026557025e-05;4.15250756061239e-09
"GPD1";-9.79971344172483e-06;2.94934297686581e-05;9.56835716397034e-10
"GPHA2";-2.83310052820798e-05;8.00464198154341e-05;7.14333113009041e-09
"GPHN";3.02895684308388e-05;5.55305431481134e-05;3.9689779153184e-09
