"gene";"mean";"sd";"se"
"SYNGR1";3.46161029363563e-06;1.46663301602022e-05;2.25502359425648e-10
"SYNJ2";-4.25716005718481e-06;1.38732288471451e-05;2.09174695701827e-10
"SYNM";2.17368564143478e-05;2.65779412593642e-05;1.17368386658782e-09
"SYNPO";-0.00128952169222253;0.00468176629461602;2.34206331877224e-05
"SYPL2";7.57826451993112e-06;2.06122960545846e-05;4.79172821565288e-10
"SYS1";-8.08549924551436e-05;0.000112057423829034;1.90020661413328e-08
"SYS1.DBNDD2";3.45625683305685e-05;8.0089917574859e-05;7.56180135839154e-09
"SYT1";9.89964571687233e-07;3.00700122609347e-06;9.95560051829316e-12
"SYT10";6.14050615404521e-07;6.16267949437238e-06;3.80764221604721e-11
"SYT12";-6.38031712822253e-05;0.000263108901731326;7.27881219670343e-08
"SYT13";1.29058661888203e-05;9.00875730813082e-05;8.22265742029554e-09
"SYT15";-8.42312315381547e-06;1.55609088555056e-05;3.11310433041274e-10
"SYT16";8.21844260742425e-06;4.66704672245694e-05;2.22965962962349e-09
"SYT17";-1.13106008233448e-05;1.62203780766893e-05;3.89095792222917e-10
"SYT2";0.00021941670363936;0.000467544704995614;2.65134402393859e-07
"SYT3";6.42534242259901e-06;1.37760476139946e-05;2.2966907569994e-10
"SYT5";2.5469677843696e-05;0.000170754009938676;2.95912471943777e-08
"SYT7";-0.000112549181336695;0.000106939173160385;2.40192168378737e-08
"SYT9";1.42186832215378e-06;1.61967387084841e-05;2.62427125310636e-10
"SYTL3";4.03912779040707e-05;0.000101411876332646;1.1840203634228e-08
"SYTL4";-9.14691654745523e-06;1.67952581657419e-05;3.63672656409046e-10
"SYTL5";-7.59504355886829e-06;3.29080322570529e-05;1.13266048996417e-09
"SYVN1";0.000709653481311802;0.000480757951210371;7.33036799074864e-07
"TAAR1";-3.01739760391489e-06;3.40294358129911e-05;1.15859246577301e-09
"TAC1";-3.16555066256949e-07;1.9491029196486e-05;3.77207042283991e-10
"TAC3";1.29362690060555e-05;4.51622564809568e-05;2.19197919117191e-09
"TACC1";4.43339040273342e-05;0.000183491352586437;3.53870047815256e-08
"TACC2";-1.92592102761319e-05;2.67102664947346e-05;1.07910964656075e-09
"TACO1";-2.15219555632436e-05;8.1874577830858e-05;7.11735101849024e-09
"TACR1";8.59564910200757e-06;2.7008207764917e-05;7.97964916579291e-10
"TACR2";-5.15011838833787e-07;4.27423904852878e-06;1.84000248774897e-11
"TACSTD2";0.000551167756070714;0.00107937882511414;1.46027793573016e-06
"TAF13";9.59869577702048e-05;0.000111268123055848;2.15030574820535e-08
"TAF15";5.63879749507655e-05;0.000271605315387309;7.64066286587274e-08
"TAF8";-1.32248989307706e-05;5.44406250017282e-05;3.11688709017128e-09
"TAL1";1.82209832079422e-06;1.38505223552229e-05;1.93746445850872e-10
"TAL2";-4.7062013519334e-05;0.000159490941599672;2.74651541537533e-08
"TAS1R1";-4.49532860792229e-05;0.00019238697422649;3.8761393223609e-08
"TBC1D1";2.85371961826835e-05;8.39996443245418e-05;7.81842989904018e-09
"TBC1D10A";-4.43884137177067e-05;0.000125013985539616;1.74839124368406e-08
"TBC1D10B";5.57354332644591e-06;1.1238041066575e-05;1.56429323056575e-10
"TBC1D13";3.9584987738224e-06;1.56257932350523e-05;2.58039792838838e-10
"TBC1D16";0.00135515636805578;0.000752274171670582;2.39820406102888e-06
"TBC1D19";-9.61507295451348e-05;8.42271627985896e-05;1.62870143999184e-08
"TBC1D2";-5.05892336893009e-06;2.40824662316636e-05;6.01293435600461e-10
"TBC1D22A";7.36749577185098e-05;7.98080535576896e-05;1.17504915323981e-08
"TBC1D2B";4.02812456140256e-05;0.000356031330361204;1.27448840563172e-07
"TBC1D3";0.00012792113742543;0.000132465682429935;3.37819512084498e-08
"TBC1D3C";0.000174831196641025;0.000311481366583218;1.26873201975948e-07
"TBC1D4";-5.2890762963662e-05;5.27618232189895e-05;5.56077360517171e-09
"TBC1D8";-4.00485555481624e-06;1.29576621179102e-05;1.82705309344795e-10
"TBCB";-0.000147426825750109;0.000258980668278388;8.83124864739826e-08
"TBCEL";-1.74417916168897e-05;2.37882038624217e-05;8.65933865432136e-10
"TBL1X";0.000112075046994608;0.00012754326357253;2.87084878586143e-08
"TBL1XR1";-2.78955371656448e-05;3.53016832376064e-05;2.0152065328784e-09
"TBL1Y";1.64359933977083e-05;6.53455675676302e-05;4.50878770322923e-09
"TBX1";-5.5294149572067e-06;1.42264949286563e-05;2.31479402739102e-10
"TBX10";-7.05845550937424e-06;3.17505244315381e-05;1.05050512672553e-09
"TBX15";-7.57799608353666e-07;1.72507119127553e-05;2.95973181585232e-10
"TBX18";-4.95211411154788e-05;0.000121362521177345;1.70729045113526e-08
"TBX19";5.06053742902344e-06;7.87305956437424e-06;8.71383334239658e-11
"TBX2";6.52851309580387e-05;0.000141337286959565;2.40914929748496e-08
"TBX22";2.09398311929211e-05;8.56448057841435e-05;7.71957522379609e-09
"TBX3";8.33935099881075e-05;0.000142552992669297;2.71264114938816e-08
"TBX4";5.05042334983906e-06;3.09297221578735e-05;9.75120314417294e-10
"TBX5";-3.2603858613872e-05;0.000109268753057848;1.29148803707803e-08
"TBX6";4.09250895417673e-05;5.68012121256357e-05;4.87751728750974e-09
"TCAM1P";-3.64152746183391e-08;4.24671429074233e-07;1.80345822671951e-13
"TCAP";1.23638249786817e-05;7.34302110384934e-05;5.50521303263499e-09
"TCEA1";-9.17946421742797e-07;9.75929526981603e-05;9.45519480362306e-09
"TCEA3";-7.82237465561449e-05;0.000143127073300079;2.64536859962009e-08
"TCEAL2";1.078478365234e-05;1.91981463144404e-05;4.82170315471449e-10
"TCEAL8";1.14210126373976e-05;1.52023133708277e-05;3.59850520813258e-10
"TCEANC";2.5915224388859e-05;3.12780250648999e-05;1.64272021552689e-09
"TCERG1L";7.51387689910301e-06;1.90345960216214e-05;4.16110104660416e-10
"TCF12";-1.90600906569214e-05;1.51629294457609e-05;5.91510937952353e-10
"TCF21";-0.000132774006171873;0.000467545032402439;2.34619953176448e-07
"TCF3";-0.000224763869067865;0.000546303886938623;3.46772263598456e-07
"TCF7";-4.52844391205558e-05;3.41647694945152e-05;3.20932931670452e-09
"TCF7L2";0.000327807686891062;0.000289527144667439;1.90667479676065e-07
"TCFL5";4.19708931116989e-05;5.7502995072626e-05;5.04383711648726e-09
"TCHHL1";-8.29917783298436e-06;6.78750854133878e-05;4.64202837243206e-09
"TCL1A";-3.45267300107712e-05;6.66835941993676e-05;5.60610048429332e-09
"TCL6";-1.98956746069506e-05;3.83356391661952e-05;1.85465305988843e-09
"TCN2";-1.67643306374137e-05;4.51979855897848e-05;2.30887966911422e-09
"TCP11";1.05914348133507e-05;2.27470210464095e-05;6.25800847843562e-10
"TCTA";-6.44573754780805e-05;9.68380912099865e-05;1.34634161045601e-08
"TCTEX1D2";1.72527699440252e-05;0.000107905987414319;1.1855744733837e-08
"TCTN1";6.97172878769048e-05;8.25552138195362e-05;1.16257505920477e-08
"TDGF1";-2.2983505813443e-05;7.67981280684221e-05;6.3828267166814e-09
"TDH";0.000343019372667547;0.00100214944528443;1.11458121607176e-06
"TDRD1";-0.00011753184925835;0.000151461293995314;3.65855788483906e-08
"TDRD3";-3.08651886493002e-05;3.92852843029497e-05;2.48464539221781e-09
"TDRD5";-2.35881693841367e-06;2.80043959583029e-05;7.84043694213435e-10
"TDRD6";1.88081164500419e-05;3.23308900400177e-05;1.39134576539291e-09
"TDRD7";-1.2119162866792e-05;2.60312142892408e-05;8.19515695689406e-10
"TDRG1";2.46612282416655e-05;0.000104888151274626;1.15288068953301e-08
