"gene";"mean";"sd";"se"
"KIAA2013";2.55044393353307e-05;4.82351857329124e-05;2.948385702539e-09
"KIF17";8.17179805172788e-05;0.000133646783309776;2.43187791438227e-08
"KIF19";0.00011949338812368;0.000163980505661239;4.08363055948228e-08
"KIF21A";1.48344609808679e-07;3.63005031371775e-07;1.52151953186424e-13
"KIF26B";2.99393251462022e-06;2.05261797870575e-05;4.25086156989122e-10
"KIF3B";-4.72828699652867e-05;6.03619323715771e-05;5.83425041401184e-09
"KIF3C";-1.51786791778317e-06;8.73202310319211e-05;7.53299305631764e-09
"KIF5B";5.29874546475846e-07;1.25670458623916e-05;1.56261647733723e-10
"KIF6";0.000304752976864996;0.000201122196625616;1.32825130464139e-07
"KIFC2";-1.25250005494218e-05;3.71638568551787e-05;1.52097663269113e-09
"KIFC3";-2.71759218685739e-05;3.7696871043335e-05;2.14204093825408e-09
"KISS1";2.52733043349254e-05;9.34805219797911e-05;9.26946385236548e-09
"KIT";0.00114772730953126;0.000364431280218104;1.44844850346501e-06
"KITLG";-1.36986519286389e-06;2.80440990511365e-05;7.78638497649042e-10
"KL";3.27534719866637e-05;4.4094471295967e-05;2.99310834581904e-09
"KLC3";7.70914978485042e-05;8.06331182545635e-05;1.23645309017155e-08
"KLF11";2.74677399875957e-05;7.00081963840053e-05;5.5951163063881e-09
"KLF12";-9.28705376884788e-05;8.68068142130765e-05;1.60673298508667e-08
"KLF13";0.000135090658373092;0.000154730914533958;4.18955658932703e-08
"KLF14";0;0;0
"KLF17";-1.47690300857571e-05;7.33878056138497e-05;5.53740327467764e-09
"KLF4";-8.17087108417743e-06;4.77875977758647e-05;2.32222437001532e-09
"KLF6";6.49505515793657e-05;5.76053660569757e-05;7.49598471694104e-09
"KLF8";1.93674555429558e-05;4.51297847557816e-05;2.3866513930757e-09
"KLHDC2";-5.40959561446267e-05;0.000125266079654408;1.84242398410627e-08
"KLHDC3";-0.000176932298376466;0.000232841477757079;8.48508690869022e-08
"KLHDC8B";1.87278335287449e-05;5.29139433179754e-05;3.11605065974993e-09
"KLHDC9";5.61872712823961e-05;3.26311116229115e-05;4.20865335119556e-09
"KLHL13";7.41549524611372e-05;9.15745137985989e-05;1.37813190263158e-08
"KLHL14";7.22085452302213e-06;1.65097120427319e-05;3.21346262742825e-10
"KLHL15";1.1305056257149e-05;2.72820793905442e-05;8.62927117591584e-10
"KLHL22";-6.64897787154099e-06;4.9474257458995e-05;2.46169251277962e-09
"KLHL25";-6.27663266354006e-06;4.3635618745485e-05;1.91995633813754e-09
"KLHL29";-9.19923695155666e-06;2.5715317911242e-05;7.37739615084705e-10
"KLHL3";3.51803850237771e-05;3.41652338550213e-05;2.39051203794544e-09
"KLHL31";-0.000185462622193592;0.000332452351364095;1.43556449344519e-07
"KLHL34";1.29724895037564e-06;2.9100686157316e-05;8.3807785219886e-10
"KLHL38";5.19354793595248e-06;2.33946619377881e-05;5.6752623120836e-10
"KLK1";9.19838067374257e-06;3.54022926952179e-05;1.3224594199355e-09
"KLK10";1.28718225386154e-05;5.94151186029032e-05;3.65225795728986e-09
"KLK12";6.92532648131716e-07;3.60816563269645e-06;1.33377340445029e-11
"KLK14";-7.43822917092525e-06;4.70634605611754e-05;2.24295127294568e-09
"KLK2";9.80002563640192e-06;6.48628541422247e-05;4.25128973454872e-09
"KLK5";3.76520158163604e-06;2.92449911622961e-05;8.58887368217295e-10
"KLK6";9.87438671529584e-06;2.08033093864417e-05;5.24938260092605e-10
"KLRG1";6.31377433139383e-06;1.93316321202085e-05;4.08962018338463e-10
"KLRG2";3.14539275872432e-05;9.52569385111387e-05;9.95121063178933e-09
"KMO";3.16684121651578e-06;1.52032334826934e-05;2.38313632257824e-10
"KNDC1";-0.000151507560820699;0.000173059161664813;5.25342678363345e-08
"KRAS";0.000120494240694924;9.25869012052716e-05;2.29853650280979e-08
"KRBA1";-0.000358396792168812;0.000259468282748587;1.94940892491216e-07
"KREMEN1";0.000184677635917524;0.000183131128511979;6.72288022748224e-08
"KRT10";2.12599702237962e-05;2.59297083141361e-05;1.11603549268824e-09
"KRT12";-2.83170962145637e-06;2.62639410587183e-05;6.89297196600819e-10
"KRT2";-1.01509442549961e-06;1.94477471492782e-05;3.74575966502317e-10
"KRT20";-0.000173212085676373;0.000312026529821414;1.26160999772402e-07
"KRT27";-7.35671417492242e-07;4.05347628506445e-05;1.62332343402265e-09
"KRT31";4.94513505911721e-06;2.7084225352552e-05;7.4895338588656e-10
"KRT32";2.5395225425755e-05;0.000148729619369832;2.2492324563704e-08
"KRT33A";0;0;0
"KRT33B";8.45740306934483e-06;5.38602692008494e-05;2.9366423317519e-09
"KRT34";0;0;0
"KRT35";-2.46799318406705e-06;2.22119386566034e-05;4.93370218884714e-10
"KRT37";1.66809322982777e-07;1.501283906845e-06;2.25385336895177e-12
"KRT38";-3.26214314737026e-06;1.52881027927237e-05;2.41482157667897e-10
"KRT4";-3.81635426967708e-05;0.000118809645059645;1.53979194570437e-08
"KRT40";-1.06420854365889e-05;4.0957548807292e-05;1.77006465335492e-09
